source,issue,openAI_PS,Inferred_ETD_pattern,coment,y_PS,y''_PS,ACC_AI_PS
,"The pipe 'async' could not be found!. But CommonModule was imported in the module. I even recreated the page with angular/cli, but still getting this error. AnyOne an idea/experience why i'm getting this error?","The sentence """""" The pipe 'async' could not be found! """""" uses <pattern>The pipe 'async' could not be found</pattern> to indicate that the user is encountering an error related to the 'async' pipe. The answer is YES.",,,0,0,1
,"Hi Team, I am getting unit test error does anyone have idea what the solution of this one. I already make package json, which compataible with other packages. Error during loading: Uncaught Error: A platform with a different configuration has been created. Please destroy it first","The sentence """""" Error during loading: Uncaught Error: A platform with a different configuration has been created. Please destroy it first """""" uses <pattern>Error during loading:</pattern> to indicate the error message. The answer is YES.",,,0,0,1
angular,"when using a span in a top mat-toolbar as a spacer with flex 1 1 auto, then the browser horizontal scroll bar appear and there is always a bit of unneeded white space after the toolbar. the only way i found to hide it so far is to add all element inside a div container with overflow-x: hidden; style. is there another solution ?","The sentence """""" when using a span in a top mat-toolbar as a spacer with flex 1 1 auto, then the browser horizontal scroll bar appear and there is always a bit of unneeded white space after the toolbar. """""" uses <pattern>when using a span in a top mat-toolbar</pattern> to indicate the error or undesired behavior of the system or code provided by the user. The answer is YES.",,,0,0,1
angular,"How do I use an `@Input` for a `boolean` without using `[]`? I've tried `scaleToContainer=1`, `scaleToContainer=true`, and `scaleToContainer=""true""`.",No sentences found to .. . The answer is NO.,,,1,1,1
angular,I got an *ngFor that has a trackyByName on it. The problem is that I want to force animation on every element in the *ngFor when at least one changes. Is that possible somehow? I have to do it or the one element that will stay behind breaks the animation a bit and I can not fix in any other way,"The sentence """""" The problem is that I want to force animation on every element in the *ngFor when at least one changes. """""" uses <pattern>want to force animation</pattern> to indicate that the user wants to force animation on every element in the ngFor loop. The answer is YES.",,,0,0,1
angular,"Would it be possible to extend angular's build system with a webpack plugin that will transform a component's template _before_ angular processes it? Contrived example, given the following component template: [code]. I want to pre-process the template to remove the div `div[removeMe]` at _compile time_, before angular actually compiles the template. Again, that is a simple, contrived example that can be emulated with directives, etc; but what I am trying to do _must_ be done at compile time, and I want to do more complex transforms than just removing a div. Does anyone have any suggestions, resources, etc that might help me on the path to figuring this out?","The sentence """""" Would it be possible to extend angular's build system with a webpack plugin that will transform a component's template _before_ angular processes it? """""" uses <pattern>possible to extend angular's build system with a webpack plugin that will transform a component's template _before_ angular processes it</pattern> to indicate that the user wants to extend the build system of Angular with a webpack plugin to transform a component's template before Angular processes it. The answer is YES.",,,1,0,0
angular,"Hi, I am create a Angular Project with Django REST Framework API, my have organization properties, But I want to fetch the organization to be dynamic display **org_logo** and **org_name** on Sidebar when client click view their **Organization detail**, I have two components unrelated between organization detail component and sidebar component. How to fetch Organization data to display both detail and sidebar components at the same time?","The sentence """""" How to fetch Organization data to display both detail and sidebar components at the same time? """""" uses <pattern>How to fetch Organization data</pattern> to indicate that the user wants to know how to fetch organization data to display both detail and sidebar components. The answer is YES.",,,1,0,0
angular,I want to update form but I am getting error of bad request. is there anyone who can guide me? update method [code]. Service PUT method [code].,"The sentence """""" I am getting error of bad request. """""" uses <pattern>error of bad request</pattern> to indicate that the user is encountering a bad request error. The answer is YES.",,,0,0,1
angular,"Hi All, when I'm trying to upgrade angular 8 to 11. I have one issue, can please any one help me this issue. Error meesage below: main.js:formatted:77430 Unhandled Promise rejection: Cannot read property 'deps' of undefined ; Zone: <root> ; Task: Promise.then ; Value: TypeError: Cannot read property 'deps' of undefined","The sentence """""" Error meesage below: main.js:formatted:77430 Unhandled Promise rejection: Cannot read property 'deps' of undefined ; Zone: <root> ; Task: Promise.then ; Value: TypeError: Cannot read property 'deps' of undefined """""" uses <pattern>Cannot read property 'deps' of undefined</pattern> to indicate the error that the user is encountering. The answer is YES.",,,0,0,1
angular,"I have just upgraded a project from 11 to 12, and now get an error: ``` ./node_modules/leaflet/dist/images/marker-icon.png:1:0 - Error: Module parse failed: Unexpected character 'i12' (1:0). You may need an appropriate loader to handle this file type, currently no loaders are configured to process this file. See [link] (Source code omitted for this binary file) ``` I thought that with the CLI now you can't have a custom webpack config, so unsure how I would tie in additional loaders, can anyone help?","The sentence """""" now get an error: ``` ./node_modules/leaflet/dist/images/marker-icon.png:1:0 - Error: Module parse failed: Unexpected character 'i12' (1:0). You may need an appropriate loader to handle this file type, currently no loaders are configured to process this file. """""" uses <pattern>get an error: Module parse failed</pattern> to indicate that the user is encountering an error related to module parsing. The answer is YES.",,,0,0,1
angular,"So I'm lost on a probably trivial problem. I have an element: [code]. So I have an Observable of foos$ that I'm getting from the backend. The code in the component is [code] which returns an observable. This all works great. But I also want a button that adds an empty foo to the list (or lets you delete a foo). So I have a button that calls addFoo() that looks like this: [code]. This works, but the *ngFor also throws up errors of ""Cannot read property 'length' of null"" So: What am I doing wrong? I just want a button that adds an empty foo to my observable.","The sentence """""" So: What am I doing wrong? """""" uses <pattern>am .. VBG wrong</pattern> to indicate that the user is encountering a problem. The answer is YES.",,,0,0,1
,"I'm very new to angular (not really a front-end developer), and I have a significant performance problem, which is ironic given the subject matter of the page I'm working ona anyways, I'm probably doing something dumb, but I'm not sure what. The site is at [link]. As you can see, it takes a very long time to load. The data downloads quickly, the problem comes after [I set a property] (which, to be fair, *contains* all the data) on a component. I don't think it's that my templates are overly complicated; I actually saw the problem right away when my theme just output a simple string. If anyone who actually knows what they're doing could take a quick look I'd appreciate it.","The sentence """""" As you can see, it takes a very long time to load. """""" uses <pattern>takes a very long time VB</pattern> to indicate that there is a performance problem with the loading time. The answer is YES.",,,0,0,1
angular,"Hello I have one Angular related question I have three buttons , 1. List, 2. Gallery and 3. Map I want to achieve when I click on any of these buttons to display different content How can I do that ? when I click List button, Gallery and Map related content should be hidden probably with *ngIf but I am not sure how to do that. Can you help me?","The sentence """""" I want to achieve when I click on any of these buttons to display different content """""" uses <pattern>when I click on .. buttons to display different content</pattern> to indicate that the user wants to display different content based on the button clicked. The answer is YES.",,,0,0,1
,"Hi everyone, after updating to the latest version, I am receiving the following warnings: [warning]. Any ideas how t fix these?","The sentence """""" after updating to the latest version, I am receiving the following warnings: [warning]. """""" uses <pattern>after updating to the latest version, receiving the following warnings</pattern> to indicate that the user is experiencing warnings after updating. The answer is YES.",,,0,0,1
angular,"Hi everyone, I want to implement fingerprint authentication in angular. I have a device which is connected with my laptop but I am unable to get fingerprint data with it. I don't know how to implement this. Kindly help me.","The sentence """""" I have a device which is connected with my laptop but I am unable to get fingerprint data with it. """""" uses <pattern>unable to get fingerprint data</pattern> to indicate the error or undesired behavior of the system or code provided by the user. The answer is YES.",,,0,0,1
,"Hi everyone, I'm building an angular library, where all the controls have their own modules. How can I namespace properly each control? Previously, before Ivy, we could do something like this: [code]; but with Ivy, this will throw an error sayin that ""asd"" component is not exported. Could anybody give me a hint how transform this properly that Ivy recognize what it needs? ""Value could not be determined statically"" will be the new error message using that approach. I created a github repo: [link]. if somebody could help me out, I would really appreciate it","The sentence """""" How can I namespace properly each control? """""" uses <pattern>How can I</pattern> and <pattern>namespace properly each control</pattern> to indicate that the user is facing an issue with properly namespacing the controls in their Angular library. The answer is YES.",,,0,0,1
angular,"Hi All, I am trying to implement something in real time like if i am editing image with 1 user and other user has opened that image so that user don't have permission to edit. once first user done with editing then only other users are able to edit the image","The sentence """""" if i am editing image with 1 user and other user has opened that image so that user don't have permission to edit """""" uses <pattern>if VB PRP VBG image with 1 user and other user has opened that image so that user don't have permission to VB</pattern> to indicate that there is an issue with the permission settings for editing an image. The answer is YES.",,,0,0,1
angular,"Hey there. I wanted to know what's the best way to implement a ""webhook"" style of API call globally in my app. Scenario: I want to create a function that will call an API every 1 minute and mark a Subject as true based on required response. Think isVerified for a global sticky header. I was thinking of implementing it in my global service but global service will be instantiated on every import, that's not something I would want. There's probably a smart way to do this, but I am quite new to Angular so cannot think of an implementation.","The sentence """""" I was thinking of implementing it in my global service but global service will be instantiated on every import, that's not something I would want. """""" uses <pattern>implement it in my global service</pattern> to indicate that the user is considering implementing the functionality in the global service, but has concerns about the instantiation of the global service. The answer is YES.",,,0,0,1
,"Hi all, I'm currently in the process of upgrading my project from version 6 to 12. My current setup is two repos: one with library projects and one with an app that consumes the libraries. The usual workflow is to watch for library code changes (e.g. `ng build @myLibs/foo --watch`) and make sure that the consumer app picks up the changes by running `ng build myApp --watch`. The link between them is made by running `npm link` in the libs dist folder and then `npm link @mylibs/foo` in the consumer app workspace. So far it worked perfectly in Angular 6 - the watcher on the consumer app picked up any changes to the linked library and recompiled a new bundle that reflected them. After upgrading to Angular 12, I can see that the watcher for the consumer app detects some changes as soon as the lib watcher finishes recompiling, but the changes are not reflected in the output bundle anymore. Can someone please help me with this? I've tried everything I could think of.","The sentence """""" After upgrading to Angular 12, I can see that the watcher for the consumer app detects some changes as soon as the lib watcher finishes recompiling, but the changes are not reflected in the output bundle anymore. """""" uses <pattern>detects some changes as soon as VB finishes VBG, but the changes are not reflected in the output bundle anymore</pattern> to indicate that after upgrading to Angular 12, the changes made in the library are not reflected in the output bundle of the consumer app. The answer is YES.",,,0,0,1
angular,"Hello. I'm trying to test the new NG_PERSISTENT_BUILD_CACHE=1 (Angular v12.1) by using NG_PERSISTENT_BUILD_CACHE=1 ng serve but I get the message ""'NG_PERSISTENT_BUILD_CACHE' is not recognized as an internal or external command, operable program or batch file."" Not sure what I should do. Can anyone help?","The sentence """""" I get the message ""'NG_PERSISTENT_BUILD_CACHE' is not recognized as an internal or external command, operable program or batch file."" """""" uses <pattern>I get the message ... is not recognized as an internal or external command</pattern> to indicate that the user is encountering an error message. The answer is YES.",,,0,0,1
angular,"Hi Folks, I am confused with this output [code]; how its output is coming 1,1,2, but I think it should be 1,undefined,2","The sentence """""" how its output is coming 1,1,2, but I think it should be 1,undefined,2 """""" uses <pattern>its output is coming</pattern> to indicate that there is a discrepancy between the expected output and the actual output of the code. The answer is YES.",,,0,0,1
angular,Any help with my CRSF interceptor! I need to call an get endpoint before every API call if token cookie is missing (most of the time first API call) I'm struglling with making a call to fetch the CRSF cookie and after that to continue with my main request,"The sentence """""" I'm struggling with making a call to fetch the CRSF cookie and after that to continue with my main request """""" uses <pattern>I'm struggling with VBing to VB and after that to VB</pattern> to indicate that the user is facing difficulties in making a call to fetch the CRSF cookie and continue with the main request. The answer is YES.",,,0,0,1
,"In a new angular project, adding a simple my-lib library, source maps work as expected, but when I change the inline template of any component to templateUrl, sourcemaps are gone. Anyone has idea what can we do to bring them back? I created a github project.","The sentence """""" but when I change the inline template of any component to templateUrl, sourcemaps are gone. """""" uses <pattern>when I change the inline template of any component to templateUrl, X are gone</pattern> to indicate that the user is facing the issue of sourcemaps being lost after changing the template. The answer is YES.",,,0,0,1
angular,"hello guys , i have big problem i don't even catch the problem where : [code]. it was working fine , then today i got weird behavior fetching data is fast and normal but it dosn't show up on html page , guess what ! i need to just scroll to appear ! its so weird","The sentence """""" i got weird behavior fetching data is fast and normal but it dosn't show up on html page , guess what ! i need to just scroll to appear ! its so weird """""" uses <pattern>fetching data is fast and normal but it dosn't show up on html page</pattern> to indicate that the fetched data is not being displayed on the HTML page. The answer is YES.",,,0,0,1
angular,"hi, I want to use hubspot sdk in angualr project, [link]; How to use window.HubSpotConversations in Angular","The sentence """""" How to use window.HubSpotConversations in Angular """""" uses <pattern>how to use window.HubSpotConversations in Angular</pattern> to indicate the user's question about how to use a specific feature in Angular. The answer is NO as it is not describing an error or undesired behavior.",,,1,1,1
angular,"Hey Angular Developers, do you have came across any non-trivial change detection scenario that you may want to share? I just want to collect some non trivial change detection use-cases to see what other pips is doing with it In case If you have anything to share on the topic here is the thread to comment <unconvertable>.",No sentences found to indicate the error or undesired behavior. The answer is NO.,,,1,1,1
angular,"Hi everyone, I would like to have opinions on what do you think is the best practice of injecting a service to lazy loaded (or preloaded) module - to provide in root or in the specific lazy module? Thank you.","The sentence """""" I would like to have opinions on what do you think is the best practice of injecting a service to lazy loaded (or preloaded) module - to provide in root or in the specific lazy module? """""" uses <pattern>best practice of injecting a service</pattern> to indicate that the user is seeking advice on the best practice of injecting a service. The answer is NO.",,,1,1,1
,"I have a strange problem when I run ng serve. Sometimes when I make a code change, and angular rebuilds and serves the app, my Windows 10 laptop goes into energy spare mode. Seemingly random, happens often and is really making me angry.","The sentence """""" Sometimes when I make a code change, and angular rebuilds and serves the app, my Windows 10 laptop goes into energy spare mode. """""" uses <pattern>Sometimes when I make a code change, my laptop goes into energy spare mode.</pattern> to indicate the error or undesired behavior of the system. The answer is YES.",,,0,0,1
,"Hello Guys, I have one strange issue, I have VUE web component, in the slot of web component I use angular component, but angular component styles are not applying. Any idea what could be the issue. Thank you.","The sentence """""" I have one strange issue, I have VUE web component, in the slot of web component I use angular component, but angular component styles are not applying. """""" uses <pattern>in the slot of web component I use angular component, but angular component styles are not applying</pattern> to indicate that the styles of the angular component are not being applied when used within the VUE web component. The answer is YES.",,,0,0,1
angular,"Hello Angular community, I'm trying to find the best practice on the way of handling my subscribe event in the following lines of code. I'm using NGRX and this particular value is not being used with an async pipe in the template file. Do i need to handle the subscription manually, and clean it up? I'm trying to find the best practice for this condition. [code]","The sentence """""" I'm trying to find the best practice on the way of handling my subscribe event in the following lines of code. """""" uses <pattern>I'm trying to find the best practice on the way of handling</pattern> to indicate that the user is looking for guidance on how to handle a subscribe event. The answer is YES.",,,0,0,1
angular,"Is there any way to avoid extract-n18n from extracting from node_modules?? because as of Angular 12 it crashes on ag-grid when I run the command as I understand `--ivy` arg used to that, but it's an unknown option now","The sentence """""" it crashes on ag-grid when I run the command """""" uses <pattern>crashes on</pattern> to indicate that the system is crashing when running a specific command. The answer is YES.",,,0,0,1
,How do you import a pipe from a different module? in my FirstModule I've got the pipe in declarations and in my SecondModule I've got the pipe in providers. If I do that I get some stack errors ... Actually nvm .. I think it's cuz I'm importing the entire module,"The sentence """""" If I do that I get some stack errors ... """""" uses <pattern>get some stack errors</pattern> to indicate that the user is encountering stack errors when importing the pipe from a different module. The answer is YES.",,,0,0,1
angular,"i am learning angular, and i just heard about high order operators and i have a tree of subscribes because i have a rest call that results in a selectable list that must result in a rest call to quite some depth and i want to confirm that this is wrong and should be a mergemap - code follows [code]. please advise","The sentence """""" i have a tree of subscribes because i have a rest call that results in a selectable list that must result in a rest call to quite some depth and i want to confirm that this is wrong and should be a mergemap - code follows [code]. """""" uses <pattern>have a tree of subscribes because .. results in a selectable list that must result in a rest call</pattern> to describe the undesired behavior of the code. The answer is YES.",,,0,0,1
angular,"Hi guys, I'm trying to keep only object on array with the newest date on objects that have ""resource_type"": ""diagnostic"". [code]. I can't use code :(. I ordered it by date, but I need to remove the oldests with [code]. @BertrandMarechal thanks, I'll try it","The sentence """""" I need to remove the oldests with [code]. """""" uses <pattern>I need to remove the</pattern> to indicate that the user wants to remove the oldest objects from the array. The answer is YES.",,,0,0,1
,"Hello Guys, I was implemented on web component in angular elements with shadow dom(encapsulation: ViewEncapsulation.ShadowDom). basically Shadow DOM is not working. And root Css is applying in shadow dom,","The sentence """""" basically Shadow DOM is not working. """""" uses <pattern>Shadow DOM is not working</pattern> to indicate that the Shadow DOM is not functioning as expected. The answer is YES.",,,0,0,1
angular,"> I have a component that is part of a module. I want to import that component into another module, how is that done? [code] This is what the component want to import in this module. I always get an error when it is imported or declared or exported. [code] Any help is greatly appreciated.","The sentence """""" I always get an error when it is imported or declared or exported. """""" uses <pattern>I always get VB when it is imported or declared or exported</pattern> to indicate that there is an error when the component is imported, declared, or exported. The answer is YES.",,,0,0,1
angular,I want to read 3 crore csv rows which is of 2GB csv file size and need to insert into MySQL via Java. Could someone please help me know the fastest and memory efficient way to avoid out of memory exception as well load in lesser time? Please kindly advise.,"The sentence """""" I want to read 3 crore csv rows which is of 2GB csv file size and need to insert into MySQL via Java. """""" uses <pattern>read 3 crore csv rows, MySQL via Java</pattern> to indicate that the user wants to read a large csv file and insert it into a MySQL database using Java. The answer is YES.",,,0,0,1
angular,"I know the purpose of route reuse strategy and everything but sometimes when the same url is requested from the list of accepted cache URL's, the data is updated. So how can i get the updated data for a URL that is using route reuse strategy","The sentence """""" sometimes when the same url is requested from the list of accepted cache URL's, the data is updated. """""" uses <pattern>the same url is requested from the list of accepted cache URL's, the data is updated</pattern> to indicate that the user is not getting the updated data when using the route reuse strategy. The answer is YES.",,,0,0,1
angular,"I have nested child routes with lazily loaded libs (and thus nested router outlets). One component that belongs to a lazily loaded lib. I want to display in the topmost router outlet. Setting `outlet:""primary""` in the `Route` definition doesn't work; it will chose a child outlet (none of the children outlets have names assigned). Is there a way to have it rendered in the topmost primary outlet? (Not sure assigning outlet names to child outlets is gonna be a solution; I want my URL to stay `foo/bar/baz`, not `foo/(level2:bar)/(level3:baz)` or the like...) Is there a way to make it work?","The sentence """""" Setting `outlet:""primary""` in the `Route` definition doesn't work; it will chose a child outlet (none of the children outlets have names assigned). """""" uses <pattern>Setting `outlet:""primary""` in the `Route` definition doesn't work</pattern> to indicate that the user is facing an issue with setting the primary outlet for nested child routes. The answer is YES.",,,0,0,1
angular,Hey Guys can anyone help me with this question? [link] I like to understand if I can event.loaded and event.total to update a view?,No sentences found to .. . The answer is NO.,,,1,1,1
angular,"Hi, I'm trying to do some css styling on one of my components but having a little difficulty representing this logic for the ngClass. Parent Component has ngFor=let card of cards [code]. In Card Component: [code]",No sentences found to .. . The answer is NO.,,,0,1,0
angular,"Hi, I'm having a little trouble with a design problem. So I have a Parent Component and a service that passes data to one of its grandchild components, i.e. Parent Component -> data -> Service -> data -> GrandChild Component. Now the new problem is I need data from the Parent Component in the grandchild component, i.e. Grandchild component -> click event -> Service -> needs data from Parent Component -> send data -> Service -> data -> Grandchild Compoennt. any ideas how to combat this problem?","The sentence """""" Now the new problem is I need data from the Parent Component in the grandchild component """""" uses <pattern>need data from the Parent Component</pattern> to indicate that the user is facing a problem where they require data from the parent component in the grandchild component. The answer is YES.",,,0,0,1
angular,"Hey folks, I have a question regarding RxJS. I need to implement a loader of sorts providing totalCount, loadedCount and all results and works with a Subject. The problem is that is needs to clear the state every time a new array of images is emitted on the imagesSubject and I can't for the life of me figure out how I get it to work. [code] I initially followed the [link] recipe but that assumes the observables finish which in this case they don't. Does anyone know how to solve this properly and could help me out?","The sentence """""" The problem is that is needs to clear the state every time a new array of images is emitted on the imagesSubject and I can't for the life of me figure out how I get it to work. """""" uses <pattern>VBZ to clear the state every time a new array</pattern> to indicate that there is a problem with clearing the state when a new array of images is emitted. The answer is YES.",,,0,0,1
angular,"Hello, how to check how many times a route has been navigated to? routerevents works fine, but i dont want to leave the OB subscribed. Here is my code.","The sentence """""" how to check how many times a route has been navigated to? """""" uses <pattern>how to check how many times a route has been navigated to</pattern> to indicate the user's expectation of finding a way to track the number of times a route has been navigated to. The answer is YES.",,,1,0,0
angular,"the effect i'm seeking is essentially a new property that exists during ngfor iteration instances => a transformer that accepts DTO and composed DTO.date1 && DTO.date2 into Event {date1, date2}. please advise","The sentence """""" the effect i'm seeking is essentially a new property that exists during ngfor iteration instances => a transformer that accepts DTO and composed DTO.date1 && DTO.date2 into Event {date1, date2}. """""" uses <pattern>a transformer that accepts DTO and composed DTO.date1 && DTO.date2 into Event {date1, date2}</pattern> to describe the desired effect. The answer is YES.",,,1,0,0
,Cannot read property 'disabled' of undefined --- angular 12 unit test [code]. any help?,"The sentence """""" Cannot read property 'disabled' of undefined --- angular 12 unit test [code]. """""" uses <pattern>Cannot read property 'property' of undefined</pattern> to indicate that there is an error related to accessing a property of an undefined object in the given Angular 12 unit test code. The answer is YES.",,,0,0,1
angular,"Hi everyone, I'm facing a problem. I'm showing mat dialog based on the clicked element position. Some time dialog part hiding behind the viewport can't see the rest of the dialog. How can i move/change dialog position when scrolling? is it possible?","The sentence """""" Some time dialog part hiding behind the viewport can't see the rest of the dialog. """""" uses <pattern>part hiding behind the</pattern> to indicate that the problem is the dialog part is hidden behind the viewport. The answer is YES.",,,0,0,1
angular,"Hi all! Can someone help me - i`m trying to remove elements from ngFor list, and want them immediately removed from my list (after i sent http request to server). But i cannot achieve that even when i fetch new list afetr removing an element from it.","The sentence """""" i`m trying to remove elements from ngFor list, and want them immediately removed from my list (after i sent http request to server) """""" uses <pattern>trying to remove elements from ngFor list</pattern> to indicate that the user is trying to remove elements from an ngFor list but they are not immediately removed. The answer is YES.",,,0,0,1
angular,"Hi Guys, Is it possible to restrict user to access website with IP address from Frontend side if not so why it's not possible? Example - If we have launched our webapp via some IP 172.130.45.12:4040 then outsiders won't be able to access it","The sentence """""" Is it possible to restrict user to access website with IP address from Frontend side if not so why it's not possible? """""" uses <pattern>restrict user to access website with IP address</pattern> to indicate that the user wants to know if it is possible to restrict access based on IP address from the frontend side. The answer is YES.",,,0,0,1
angular,"Hi all, I've marked an old module as deprecated, which gives a little warning in the IDE when it's imported. Is there a way to output a console warning whenever that module is imported by another module?","The sentence """""" Is there a way to output a console warning whenever that module is imported by another module? """""" uses <pattern>Is there a way to</pattern> to indicate the user's expectation of finding a solution to output a console warning when the deprecated module is imported. The answer is YES.",,,0,0,1
angular,"Hi guys...big question!! I'm building an app where there is a form with a subform...here my stackoverflow. [link] The problem basically is when I set some value on the subform , the main form is marked as dirty... by definition this value should change only when user interact directly with the UI. any ideas? the markAsPristine work only after that all subforms are initialized. check the link in the stackoverflow. sub form are actually formControlName... that are component that extends ControlValueAccessor Interface","The sentence """""" The problem basically is when I set some value on the subform , the main form is marked as dirty... by definition this value should change only when user interact directly with the UI. """""" uses <pattern>when I set some value.. the main form is marked as dirty</pattern> to describe the error or undesired behavior of the system or code provided by the user. The answer is YES.",,,0,0,1
,"does anyone know how to get `window.onerror` or `window.addEventListener('error', event => {})` working with angular? I add either and when an error occurs, nothing happens :( [code]. I also have an `ErrorHandler` set up, and that is working for any errors inside Angular land, but I figure the above should also work - and globally. (the problem is that I have an error that is occurring outside angular land, and is not being handled by the angular ErrorHandler)","The sentence """""" the problem is that I have an error that is occurring outside angular land, and is not being handled by the angular ErrorHandler """""" uses <pattern>the problem is that</pattern> to indicate that the user is facing an issue with error handling outside Angular land. The answer is YES.",,,0,0,1
angular,"Hallo everyone, I'm new here. Looking for some info/help regarding angular versions. I installed specific version (9.1) and then when I run *ng serve* it throws me this error `This version of CLI is only compatible with Angular versions ^12.0.0-next || >=12.0.0 <13.0.0, but Angular version 9.1.0 was found instead.` can I install specific version of angular and not with the cli. When I run *ng version* it shows the version I installed for CLI but not for angular itself. even though I install the required version it still detects the higher version and throws the same error. Can anyone tell me how to resolve this.?","The sentence """""" it throws me this error `This version of CLI is only compatible with Angular versions ^12.0.0-next || >=12.0.0 <13.0.0, but Angular version 9.1.0 was found instead.` """""" uses <pattern>throw me this error</pattern> to indicate that the user is encountering an error related to the Angular version mismatch. The answer is YES.",,,0,0,1
angular,I'm really struggling with `APP_INTIALIZER`. I need to query some configuration settings from the server and pass them to various modules. It seems though that the modules and services that would need that data are being initialized before the `APP_INITIALIZER:useFactory` promise completes. I was under the impression that the rest of the initializations happen after `APP_INITIALZER` but that doesn't appear to be the case. Any advice?,"The sentence """""" It seems though that the modules and services that would need that data are being initialized before the `APP_INITIALIZER:useFactory` promise completes. """""" uses <pattern>that the modules and services are being initialized before</pattern> to indicate that the modules and services are being initialized before the `APP_INITIALIZER:useFactory` promise completes. The answer is YES.",,,0,0,1
,Can anyone help me with getting the loop to display a negative number [code].,No sentences found to indicate the error or undesired behavior. The answer is NO.,,,1,1,1
,[code] why the title is not showing?,"The sentence """""" why the title is not showing? """""" uses <pattern>why the NOUN is not VBG</pattern> to indicate that the user's expectation is for the ""title"" to be displayed, but it is not happening. The answer is YES.",,,0,0,1
angular,"hey folks, I have a `base abstract service` which I extend, there is a method whcih open a material dialog like this [code]. at the moment I am overwrite the method to can pass other `SectionFormComponent` as type and as param any idea or clue how the component could be dynamic so if I want not to open the ""default"" form component, can pass another","The sentence """""" at the moment I am overwrite the method to can pass other `SectionFormComponent` as type and as param """""" uses <pattern>overwrite the method to can pass other `SectionFormComponent`</pattern> to indicate that the user is currently overwriting a method to pass a different type of `SectionFormComponent`. The answer is YES.",,,1,0,0
,"Hey. Someone know how to refresh the user access token with firebase in angular? Because my problem seems the access-token not refreshing, and ONLY refresh, when signInWithPopup called. But its insane, because i made a connection to gcp logger, and after 3600sec the request not working. I tried to use the refreshtoken in the request what sending to GCP logger, its not working. i used the generateAccessToken and generated a new service token, but this not working. ONLY the user access token working, but doesnt matter what i do, the access token not change. This very frustrating. Someone faced this problem before?","The sentence """""" my problem seems the access-token not refreshing, and ONLY refresh, when signInWithPopup called. """""" uses <pattern>the access-token not refreshing</pattern> to indicate that the user is facing an issue with the access token not refreshing. The answer is YES.",,,0,0,1
,"Hi Every one Beginner here can any one guide me through a basic path which i should follow to learn angular , I know basics of html, css and little bit of js, it feels so overwhelming so pls give the resources if any you can suggest!! Thanks in advance",No sentences found to indicate the error or undesired behavior. The answer is NO.,,,1,1,1
angular,"Hey there. I'm wondering about a good format to get into angular - it's not for me, but I'm trying to find a good format for beginners. Something I really like are the railscasts - [link] , but those are obviously the wrong programming language. :D Is there something like that for Angular?","The sentence """""" Something I really like are the railscasts - [link] , but those are obviously the wrong programming language. :D Is there something like that for Angular? """""" uses <pattern>something I really like</pattern> to indicate that the user is looking for a similar resource like ""railscasts"" but for Angular. The answer is YES.",,,0,0,1
angular,"Hi. I'm trying to migrate an angular 9 app built with webpack to angular CLI. The serve command is somewhat working, but the compiler is complaining in just one component apparently saying that it doesn't recognize the selectors in the html Example, Error occurs in the template of component AddInvoiceItemDialogComponent.","The sentence """""" The serve command is somewhat working, but the compiler is complaining in just one component apparently saying that it doesn't recognize the selectors in the html Example, Error occurs in the template of component AddInvoiceItemDialogComponent. """""" uses <pattern>the compiler is complaining that it doesn't recognize the selectors</pattern> to indicate that the compiler is having an issue with recognizing selectors in the HTML. The answer is YES.",,,0,0,1
angular,"Greetings where should I send a feature request for http interceptors. I would like to pull the headers from the original request and in the interceptor provide them in the body for another request that will be sent to the proxy however, the headers map is private , it would be great if I can at least get a copy","The sentence """""" the headers map is private , it would be great if I can at least get a copy """""" uses <pattern>the headers map is private</pattern> to indicate that the user is facing an issue with the private headers map. The answer is YES.",,,0,0,1
,"Hi I'm having a little trouble with my NgModule. I kept on getting this error in my module [code]. @BertrandMarechal yes I am. Sure, this one is just an example I found on google cuz I'm not sharing my code. mainly the problem arises in `useFactory` when I was using a lambda function such as `(x: SomeType) => new ObjectFunction(x) ` where ObjectFunction is from a library. so I changed it to a function instead like [code]. but do I use no parenthesis or with paranthesis when defining it in `useFactory` ?","The sentence """""" I kept on getting this error in my module [code]. """""" uses <pattern>I kept on getting this error</pattern> to indicate that the user is experiencing an error in their NgModule. The answer is YES.",,,0,0,1
angular,"Hello all, i was wondering if anyone had a template for how to configure intellij for angular development, similar to how the aangular essentialsa exists for vscode, I wanted to create ore reuse a shareable config for my team to use.","The sentence """""" if anyone had a template for how to configure intellij for angular development """""" uses <pattern>if anyone had a template for how to configure</pattern> to indicate that the user is looking for a template for configuring IntelliJ for Angular development. The answer is YES.",,,1,0,0
,"Greetings Everyone, I am using ngx-recaptcha2 in an Angular v8 application. I have included NgxCaptchaModule in the app.module.ts and added [code]. When the user keeps entering the wrong image validation, there is a message in the captcha which displays as ""Please try again"". So, in this case, how to get a callback/response of this error message to the rendered component from the recaptcha? Any help here would be appreciated. Thank you!","The sentence """""" When the user keeps entering the wrong image validation, there is a message in the captcha which displays as ""Please try again"". """""" uses <pattern>the user keeps entering the wrong image validation</pattern> to indicate that the error or undesired behavior is related to the user entering the wrong image validation. The answer is YES.",,,0,0,1
