source,issue,openAI_ETD1,openAI_ETD2,openAI_ETD3,y'1,y'2,y'3,y_ETD,y''_ETD,ACC_AI_ETD
,Anyone know how to create something like google docs' comments and suggestions using angular material? I've got the basic format of the mat-card down just not sure how to handle how to do the layout of each card,"The sentence """""" Anyone know how to create something like google docs' comments and suggestions using angular material? """""" uses <pattern>know how to VB</pattern> to indicate that the user expects ""to create something like google docs' comments and suggestions using angular material"". The answer is YES.","The sentence """""" Anyone know how to create something like google docs' comments and suggestions using angular material? """""" uses <pattern>know how to VB</pattern> to indicate that the user expects to ""create something like google docs' comments and suggestions using angular material"". The answer is YES.","The sentence """""" I've got the basic format of the mat-card down just not sure how to handle how to do the layout of each card """""" uses <pattern>not sure how to VB</pattern> to indicate that the user expects to ""handle how to do the layout of each card"". The answer is YES.",0,0,0,0,0,1
angular,"hey people, Is it possible to get the value of var inside component(in angular not in test) from protractor in e2e? Like count:number =2; I need to know in test what's the value in this var, is it possible?","The sentence """""" I need to know in test what's the value in this var, is it possible? """""" uses <pattern>need to VB</pattern> to indicate that the user expects to ""know in test what's the value in this var"". The answer is YES.","The sentence """""" I need to know in test what's the value in this var, is it possible? """""" uses <pattern>need to VB</pattern> to indicate that the user expects to ""know in test what's the value in this var"". The answer is YES.","The sentence """""" I need to know in test what's the value in this var, is it possible? """""" uses <pattern>need to VB</pattern> to indicate that the user expects to ""know in test what's the value in this var"". The answer is YES.",0,0,0,0,0,1
,need one help on unit test [code]. how to cover if statement in jasmine,"The sentence """""" need one help on unit test [code]. how to cover if statement in jasmine """""" uses <pattern>need one help on sth</pattern> to indicate that the user expects ""one help on unit test"". The answer is YES.","The sentence """""" how to cover if statement in jasmine """""" uses <pattern>how to VB</pattern> to indicate that the user expects to ""cover if statement in jasmine"". The answer is YES.","The sentence """""" need one help on unit test [code]. """""" uses <pattern>need help on</pattern> to indicate that the user expects ""help on unit test"". The answer is YES.",0,0,0,0,0,1
angular,"HI everyone, How can I generate angular documentation after apply any markup described in [link] page??? Y understand how to use <code-tabs> and <code-pane> for example, but i can't find how to generate doc after that.","The sentence """""" Y understand how to use <code-tabs> and <code-pane> for example, but i can't find how to generate doc after that. """""" uses <pattern>can't find how to VB</pattern> to indicate that the user expects to ""generate doc after that"". The answer is YES.","The sentence """""" Y understand how to use <code-tabs> and <code-pane> for example, but i can't find how to generate doc after that. """""" uses <pattern>can't find how to VB</pattern> to indicate that the user expects to ""generate doc"". The answer is YES.","The sentence """""" How can I generate angular documentation after apply any markup described in [link] page??? """""" uses <pattern>How can I VB</pattern> to indicate that the user expects to ""generate angular documentation"". The answer is YES.",0,0,0,0,0,1
angular,"Hi, I am using `valueChanges` to track a form control. This works just fine. But when I am passing the same FormGroup through router and setting the values, this event is not triggered. Can anyone suggest what is the issue here?","The sentence """""" Can anyone suggest what is the issue here? """""" uses <pattern>can anyone suggest</pattern> to indicate that the user expects someone to ""suggest what is the issue"". The answer is YES.","The sentence """""" Can anyone suggest what is the issue here? """""" uses <pattern>Can anyone suggest</pattern> to indicate that the user expects ""someone to suggest what is the issue"". The answer is YES.","The sentence """""" But when I am passing the same FormGroup through router and setting the values, this event is not triggered. """""" uses <pattern>when I am VBG</pattern> to indicate that the user expects ""passing the same FormGroup through router and setting the values"". The answer is YES.",0,0,0,0,0,1
,"The pipe 'async' could not be found!. But CommonModule was imported in the module. I even recreated the page with angular/cli, but still getting this error. AnyOne an idea/experience why i'm getting this error?","The sentence """""" But CommonModule was imported in the module """""" uses <pattern>was imported</pattern> to indicate that the user expects ""CommonModule"" to be ""imported in the module"". The answer is YES.","The sentence """""" I even recreated the page with angular/cli, but still getting this error. """""" uses <pattern>but still getting this error</pattern> to indicate that the user expects to ""not get this error"". The answer is YES.","The sentence """""" I even recreated the page with angular/cli, but still getting this error """""" uses <pattern>but still VB</pattern> to indicate that the user expects to ""recreate the page with angular/cli"". The answer is YES.",0,0,0,1,0,0
,"Hi Team, I am getting unit test error does anyone have idea what the solution of this one. I already make package json, which compataible with other packages. Error during loading: Uncaught Error: A platform with a different configuration has been created. Please destroy it first",No sentences found to indicate the user's expectation. The answer is NO.,No sentences found to indicate the user's expectation. The answer is NO.,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1,1,1,1
angular,"when using a span in a top mat-toolbar as a spacer with flex 1 1 auto, then the browser horizontal scroll bar appear and there is always a bit of unneeded white space after the toolbar. the only way i found to hide it so far is to add all element inside a div container with overflow-x: hidden; style. is there another solution ?","The sentence """""" is there another solution ? """""" uses <pattern>is there sth</pattern> to indicate that the user expects ""another solution"". The answer is YES.","The sentence """""" the only way i found to hide it so far is to add all element inside a div container with overflow-x: hidden; style. is there another solution ? """""" uses <pattern>is there another solution</pattern> to indicate that the user expects ""another solution"". The answer is YES.","The sentence """""" the only way i found to hide it so far is to add all element inside a div container with overflow-x: hidden """""" uses <pattern>the only way I found to VB is to VB</pattern> to indicate that the user expects to ""add all element inside a div container with overflow-x: hidden"". The answer is YES.",0,0,0,0,0,1
angular,"How do I use an `@Input` for a `boolean` without using `[]`? I've tried `scaleToContainer=1`, `scaleToContainer=true`, and `scaleToContainer=""true""`.","The sentence """""" How do I use an `@Input` for a `boolean` without using `[]`? """""" uses <pattern>How do I use sth</pattern> to indicate that the user expects to ""use an `@Input` for a `boolean` without using `[]`"". The answer is YES.","The sentence """""" How do I use an `@Input` for a `boolean` without using `[]`? """""" uses <pattern>How do I VB</pattern> to indicate that the user expects to ""use an `@Input` for a `boolean` without using `[]`"". The answer is YES.","The sentence """""" How do I use an `@Input` for a `boolean` without using `[]`? """""" uses <pattern>How do I VB</pattern> to indicate that the user expects to ""use an `@Input` for a `boolean` without using `[]`"". The answer is YES.",0,0,0,0,0,1
angular,I got an *ngFor that has a trackyByName on it. The problem is that I want to force animation on every element in the *ngFor when at least one changes. Is that possible somehow? I have to do it or the one element that will stay behind breaks the animation a bit and I can not fix in any other way,"The sentence """""" I want to force animation on every element in the *ngFor when at least one changes """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""force animation on every element in the *ngFor"". The answer is YES.","The sentence """""" Is that possible somehow? """""" uses <pattern>Is that possible</pattern> to indicate that the user expects ""animation on every element"". The answer is YES.","The sentence """""" I want to force animation on every element in the *ngFor when at least one changes """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""force animation on every element in the *ngFor"". The answer is YES.",0,0,0,0,0,1
angular,"Would it be possible to extend angular's build system with a webpack plugin that will transform a component's template _before_ angular processes it? Contrived example, given the following component template: [code]. I want to pre-process the template to remove the div `div[removeMe]` at _compile time_, before angular actually compiles the template. Again, that is a simple, contrived example that can be emulated with directives, etc; but what I am trying to do _must_ be done at compile time, and I want to do more complex transforms than just removing a div. Does anyone have any suggestions, resources, etc that might help me on the path to figuring this out?","The sentence """""" I want to pre-process the template to remove the div `div[removeMe]` at _compile time_, before angular actually compiles the template """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""pre-process the template to remove the div `div[removeMe]` at _compile time_"". The answer is YES.","(The sentence """""" I want to pre-process the template to remove the div `div[removeMe]` at _compile time_, before angular actually compiles the template. """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""pre-process the template to remove the div"". The answer is YES.)","The sentence """""" I want to pre-process the template to remove the div `div[removeMe]` at _compile time_, before angular actually compiles the template. """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""pre-process the template to remove the div"". The answer is YES.",0,0,0,0,0,1
angular,"Hi, I am create a Angular Project with Django REST Framework API, my have organization properties, But I want to fetch the organization to be dynamic display **org_logo** and **org_name** on Sidebar when client click view their **Organization detail**, I have two components unrelated between organization detail component and sidebar component. How to fetch Organization data to display both detail and sidebar components at the same time?","The sentence """""" How to fetch Organization data to display both detail and sidebar components at the same time? """""" uses <pattern>how to VB</pattern> to indicate that the user expects to ""fetch Organization data to display both detail and sidebar components at the same time"". The answer is YES.","The sentence """""" I want to fetch the organization to be dynamic display **org_logo** and **org_name** on Sidebar when client click view their **Organization detail**, """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""fetch the organization to display org_logo and org_name on Sidebar"". The answer is YES.","The sentence """""" How to fetch Organization data to display both detail and sidebar components at the same time? """""" uses <pattern>How to VB</pattern> to indicate that the user expects to ""fetch Organization data to display both detail and sidebar components at the same time"". The answer is YES.",0,0,0,0,0,1
angular,I want to update form but I am getting error of bad request. is there anyone who can guide me? update method [code]. Service PUT method [code].,No sentences found to indicate the user's expectation. The answer is NO.,"The sentence """""" I want to update form """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""update form"". The answer is YES.","No sentences found to indicate the user's expectation.input: """""" How do I set a property of a component with data that is only available only afterngAfterViewInitwithout having the dev mode errorExpression has changed after it was checked? Let's say I want to set the width of some child element in a property? Setting it in asetTimeout0 doesn't seem clean to me """"""output: The sentence """""" How do I set a property of a component with data that is only available only afterngAfterViewInitwithout having the dev mode errorExpression has changed after it was checked? """""" uses <pattern>How do I VB</pattern> to indicate that the user expects to ""set a property of a component"". The answer is YES.",1,0,0,0,0,1
angular,"Hi All, when I'm trying to upgrade angular 8 to 11. I have one issue, can please any one help me this issue. Error meesage below: main.js:formatted:77430 Unhandled Promise rejection: Cannot read property 'deps' of undefined ; Zone: <root> ; Task: Promise.then ; Value: TypeError: Cannot read property 'deps' of undefined","The sentence """""" I have one issue, can please any one help me this issue. """""" uses <pattern>can please VB</pattern> to indicate that the user expects ""anyone help me this issue"". The answer is YES.","The sentence """""" can please any one help me this issue """""" uses <pattern>can please VB</pattern> to indicate that the user expects ""any one"" to ""help me this issue"". The answer is YES.",No sentences found to indicate the user's expectation. The answer is NO.,0,0,1,0,0,1
angular,"I have just upgraded a project from 11 to 12, and now get an error: ``` ./node_modules/leaflet/dist/images/marker-icon.png:1:0 - Error: Module parse failed: Unexpected character 'i12' (1:0). You may need an appropriate loader to handle this file type, currently no loaders are configured to process this file. See [link] (Source code omitted for this binary file) ``` I thought that with the CLI now you can't have a custom webpack config, so unsure how I would tie in additional loaders, can anyone help?","The sentence """""" I thought that with the CLI now you can't have a custom webpack config """""" uses <pattern>(I thought that)sth</pattern> to indicate that the user expects ""not to have a custom webpack config"". The answer is YES.","The sentence """""" I thought that with the CLI now you can't have a custom webpack config, so unsure how I would tie in additional loaders """""" uses <pattern>unsure how to VB</pattern> to indicate that the user expects ""tie in additional loaders"". The answer is YES.","The sentence """""" I thought that with the CLI now you can't have a custom webpack config, so unsure how I would tie in additional loaders """""" uses <pattern>unsure how I would VB</pattern> to indicate that the user expects to ""tie in additional loaders"". The answer is YES.",0,0,0,0,0,1
angular,"So I'm lost on a probably trivial problem. I have an element: [code]. So I have an Observable of foos$ that I'm getting from the backend. The code in the component is [code] which returns an observable. This all works great. But I also want a button that adds an empty foo to the list (or lets you delete a foo). So I have a button that calls addFoo() that looks like this: [code]. This works, but the *ngFor also throws up errors of ""Cannot read property 'length' of null"" So: What am I doing wrong? I just want a button that adds an empty foo to my observable.","The sentence """""" So I have a button that adds an empty foo to the list (or lets you delete a foo). """""" uses <pattern>want a button that VBZ</pattern> to indicate that the user expects ""a button that adds an empty foo to the list"". The answer is YES.","The sentence """""" So I have a button that calls addFoo() that looks like this: [code]. This works, but the *ngFor also throws up errors of ""Cannot read property 'length' of null"" So: What am I doing wrong? I just want a button that adds an empty foo to my observable. """""" uses <pattern>I just want sth</pattern> to indicate that the user expects to ""add an empty foo to my observable"". The answer is YES.","The sentence """""" So I have a button that calls addFoo() that looks like this: [code]. This works, but the *ngFor also throws up errors of ""Cannot read property 'length' of null"" """""" uses <pattern>button that VB</pattern> to indicate that the user expects to have ""a button that adds an empty foo to my observable"". The answer is YES.",0,0,0,0,0,1
,"I'm very new to angular (not really a front-end developer), and I have a significant performance problem, which is ironic given the subject matter of the page I'm working ona anyways, I'm probably doing something dumb, but I'm not sure what. The site is at [link]. As you can see, it takes a very long time to load. The data downloads quickly, the problem comes after [I set a property] (which, to be fair, *contains* all the data) on a component. I don't think it's that my templates are overly complicated; I actually saw the problem right away when my theme just output a simple string. If anyone who actually knows what they're doing could take a quick look I'd appreciate it.","The sentence """""" As you can see, it takes a very long time to load """""" uses <pattern>takes a long time to VB</pattern> to indicate that the user expects to ""load"". The answer is YES.","The sentence """""" I'm probably doing something dumb, but I'm not sure what """""" uses <pattern>doing sth</pattern> to indicate that the user expects to ""probably doing something dumb"". The answer is YES.","The sentence """""" If anyone who actually knows what they're doing could take a quick look I'd appreciate it. """""" uses <pattern>could VB</pattern> to indicate that the user expects ""anyone who actually knows what they're doing"" to ""take a quick look"". The answer is YES.",0,0,0,1,0,0
angular,"Hello I have one Angular related question I have three buttons , 1. List, 2. Gallery and 3. Map I want to achieve when I click on any of these buttons to display different content How can I do that ? when I click List button, Gallery and Map related content should be hidden probably with *ngIf but I am not sure how to do that. Can you help me?","The sentence """""" How can I do that ? when I click List button, Gallery and Map related content should be hidden probably with *ngIf but I am not sure how to do that. """""" uses <pattern>how to VB</pattern> to indicate that the user expects to ""hide different content when click on specific button"". The answer is YES.","The sentence """""" How can I do that ? """""" uses <pattern>how can I VB</pattern> to indicate that the user expects to ""display different content when clicking on different buttons"". The answer is YES.","The sentence """""" I want to achieve when I click on any of these buttons to display different content """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""display different content"". The answer is YES.",0,0,0,0,0,1
,"Hi everyone, after updating to the latest version, I am receiving the following warnings: [warning]. Any ideas how t fix these?",No sentences found to indicate the user's expectation. The answer is NO.,"The sentence """""" Any ideas how t fix these? """""" uses <pattern>Any ideas how to VB</pattern> to indicate that the user expects to ""fix these"". The answer is YES.","The sentence """""" Any ideas how t fix these? """""" uses <pattern>how to VB</pattern> to indicate that the user expects to ""fix these"". The answer is YES.",1,0,0,0,0,1
angular,"Hi everyone, I want to implement fingerprint authentication in angular. I have a device which is connected with my laptop but I am unable to get fingerprint data with it. I don't know how to implement this. Kindly help me.","The sentence """""" I want to implement fingerprint authentication in angular """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""implement fingerprint authentication in angular"". The answer is YES.","The sentence """""" I want to implement fingerprint authentication in angular """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""implement fingerprint authentication in angular"". The answer is YES.","The sentence """""" I want to implement fingerprint authentication in angular """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""implement fingerprint authentication"". The answer is YES.",0,0,0,0,0,1
,"Hi everyone, I'm building an angular library, where all the controls have their own modules. How can I namespace properly each control? Previously, before Ivy, we could do something like this: [code]; but with Ivy, this will throw an error sayin that ""asd"" component is not exported. Could anybody give me a hint how transform this properly that Ivy recognize what it needs? ""Value could not be determined statically"" will be the new error message using that approach. I created a github repo: [link]. if somebody could help me out, I would really appreciate it","The sentence """""" Could anybody give me a hint how transform this properly that Ivy recognize what it needs? """""" uses <pattern>give a hint how to VB</pattern> to indicate that the user expects to ""transform this properly"". The answer is YES.","The sentence """""" Could anybody give me a hint how transform this properly that Ivy recognize what it needs? """""" uses <pattern>Could ... give me a hint how to VB</pattern> to indicate that the user expects somebody to ""give me a hint how transform this properly"". The answer is YES.","(The sentence """""" How can I namespace properly each control? """""" uses <pattern>how can I VB</pattern> to indicate that the user expects to ""namespace properly each control"". The answer is YES.)",0,0,0,0,0,1
angular,"Hi All, I am trying to implement something in real time like if i am editing image with 1 user and other user has opened that image so that user don't have permission to edit. once first user done with editing then only other users are able to edit the image","The sentence """""" I am trying to implement something in real time like if i am editing image with 1 user and other user has opened that image so that user don't have permission to edit. """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""implement something in real time"". The answer is YES.","The sentence """""" I am trying to implement something in real time like if i am editing image with 1 user and other user has opened that image so that user don't have permission to edit. """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""implement something in real time"". The answer is YES.","The sentence """""" I am trying to implement something in real time like if i am editing image with 1 user and other user has opened that image so that user don't have permission to edit. """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""implement something in real time"". The answer is YES.",0,0,0,0,0,1
angular,"Hey there. I wanted to know what's the best way to implement a ""webhook"" style of API call globally in my app. Scenario: I want to create a function that will call an API every 1 minute and mark a Subject as true based on required response. Think isVerified for a global sticky header. I was thinking of implementing it in my global service but global service will be instantiated on every import, that's not something I would want. There's probably a smart way to do this, but I am quite new to Angular so cannot think of an implementation.","The sentence """""" I want to create a function that will call an API every 1 minute and mark a Subject as true based on required response. """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""create a function that will call an API every 1 minute"". The answer is YES.","The sentence """""" I want to create a function that will call an API every 1 minute and mark a Subject as true based on required response. """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""create a function that will call an API every 1 minute and mark a Subject as true based on required response"". The answer is YES.","The sentence """""" I want to create a function that will call an API every 1 minute and mark a Subject as true based on required response """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""create a function that will call an API every 1 minute"". The answer is YES.",0,0,0,0,0,1
,"Hi all, I'm currently in the process of upgrading my project from version 6 to 12. My current setup is two repos: one with library projects and one with an app that consumes the libraries. The usual workflow is to watch for library code changes (e.g. `ng build @myLibs/foo --watch`) and make sure that the consumer app picks up the changes by running `ng build myApp --watch`. The link between them is made by running `npm link` in the libs dist folder and then `npm link @mylibs/foo` in the consumer app workspace. So far it worked perfectly in Angular 6 - the watcher on the consumer app picked up any changes to the linked library and recompiled a new bundle that reflected them. After upgrading to Angular 12, I can see that the watcher for the consumer app detects some changes as soon as the lib watcher finishes recompiling, but the changes are not reflected in the output bundle anymore. Can someone please help me with this? I've tried everything I could think of.","The sentence """""" The usual workflow is to watch for library code changes (e.g. `ng build @myLibs/foo --watch`) and make sure that the consumer app picks up the changes by running `ng build myApp --watch` """""" uses <pattern>usual workflow is to VB</pattern> to indicate that the user expects the ""workflow"" to ""watch for library code changes"". The answer is YES.","The sentence """""" I've tried everything I could think of """""" uses <pattern>tried sth</pattern> to indicate that the user expects ""I've tried everything"". The answer is YES.","The sentence """""" I've tried everything I could think of. """""" uses <pattern>tried sth</pattern> to indicate that the user expects to ""try everything"". The answer is YES.",0,0,0,0,0,1
angular,"Hello. I'm trying to test the new NG_PERSISTENT_BUILD_CACHE=1 (Angular v12.1) by using NG_PERSISTENT_BUILD_CACHE=1 ng serve but I get the message ""'NG_PERSISTENT_BUILD_CACHE' is not recognized as an internal or external command, operable program or batch file."" Not sure what I should do. Can anyone help?","The sentence """""" I'm trying to test the new NG_PERSISTENT_BUILD_CACHE=1 (Angular v12.1) by using NG_PERSISTENT_BUILD_CACHE=1 ng serve """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""test NG_PERSISTENT_BUILD_CACHE"". The answer is YES.","The sentence """""" I'm trying to test the new NG_PERSISTENT_BUILD_CACHE=1 (Angular v12.1) by using NG_PERSISTENT_BUILD_CACHE=1 ng serve """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""test the new NG_PERSISTENT_BUILD_CACHE=1"". The answer is YES.","The sentence """""" I'm trying to test the new NG_PERSISTENT_BUILD_CACHE=1 (Angular v12.1) """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""test the new NG_PERSISTENT_BUILD_CACHE=1"". The answer is YES.",0,0,0,0,0,1
angular,"Hi Folks, I am confused with this output [code]; how its output is coming 1,1,2, but I think it should be 1,undefined,2","The sentence """""" I think it should be 1,undefined,2 """""" uses <pattern>think sth should be</pattern> to indicate that the user expects the output to ""be 1,undefined,2"". The answer is YES.","The sentence """""" how its output is coming 1,1,2, but I think it should be 1,undefined,2 """""" uses <pattern>should be</pattern> to indicate that the user expects the output to be ""1,undefined,2"". The answer is YES.","The sentence """""" I think it should be 1,undefined,2 """""" uses <pattern>think sth should be</pattern> to indicate that the user expects the output to be ""1,undefined,2"". The answer is YES.",0,0,0,0,0,1
angular,Any help with my CRSF interceptor! I need to call an get endpoint before every API call if token cookie is missing (most of the time first API call) I'm struglling with making a call to fetch the CRSF cookie and after that to continue with my main request,"The sentence """""" I need to call an get endpoint before every API call if token cookie is missing (most of the time first API call) """""" uses <pattern>need to VB</pattern> to indicate that the user expects to ""call an get endpoint before every API call"". The answer is YES.","The sentence """""" I need to call an get endpoint before every API call if token cookie is missing (most of the time first API call) """""" uses <pattern>need to VB</pattern> to indicate that the user expects to ""call an get endpoint before every API call if token cookie is missing"". The answer is YES.","The sentence """""" I need to call an get endpoint before every API call if token cookie is missing """""" uses <pattern>need to VB</pattern> to indicate that the user expects to ""call an get endpoint before every API call if token cookie is missing"". The answer is YES.",0,0,0,0,0,1
,"In a new angular project, adding a simple my-lib library, source maps work as expected, but when I change the inline template of any component to templateUrl, sourcemaps are gone. Anyone has idea what can we do to bring them back? I created a github project.","The sentence """""" Anyone has idea what can we do to bring them back? """""" uses <pattern>idea what can we do to VB</pattern> to indicate that the user expects to ""bring them back"". The answer is YES.","The sentence """""" Anyone has idea what can we do to bring them back? """""" uses <pattern>what can we do to VB</pattern> to indicate that the user expects ""bring them back"". The answer is YES.","The sentence """""" anyone has idea what can we do to bring them back? """""" uses <pattern>anyone has idea what to VB</pattern> to indicate that the user expects to ""bring them back"". The answer is YES.",0,0,0,0,0,1
angular,"hello guys , i have big problem i don't even catch the problem where : [code]. it was working fine , then today i got weird behavior fetching data is fast and normal but it dosn't show up on html page , guess what ! i need to just scroll to appear ! its so weird","The sentence """""" it was working fine , then today i got weird behavior fetching data is fast and normal but it dosn't show up on html page , guess what ! i need to just scroll to appear ! its so weird """""" uses <pattern>need to JUST VB</pattern> to indicate that the user expects to ""scroll to appear"". The answer is YES.","The sentence """""" it was working fine , then today i got weird behavior fetching data is fast and normal but it dosn't show up on html page , guess what ! i need to just scroll to appear ! its so weird """""" uses <pattern>need to VB</pattern> to indicate that the user expects to ""just scroll to appear"". The answer is YES.","The sentence """""" it was working fine , then today i got weird behavior fetching data is fast and normal but it dosn't show up on html page , guess what ! i need to just scroll to appear ! its so weird """""" uses <pattern>need to VB</pattern> to indicate that the user expects to ""just scroll to appear"". The answer is YES.",0,0,0,0,0,1
angular,"hi, I want to use hubspot sdk in angualr project, [link]; How to use window.HubSpotConversations in Angular","The sentence """""" How to use window.HubSpotConversations in Angular """""" uses <pattern>how to VB</pattern> to indicate that the user expects to ""use window.HubSpotConversations in Angular"". The answer is YES.","The sentence """""" How to use window.HubSpotConversations in Angular """""" uses <pattern>how to VB</pattern> to indicate that the user expects to ""use window.HubSpotConversations in Angular"". The answer is YES.","The sentence """""" How to use window.HubSpotConversations in Angular """""" uses <pattern>how to VB</pattern> to indicate that the user expects to ""use window.HubSpotConversations in Angular"". The answer is YES.",0,0,0,0,0,1
angular,"Hey Angular Developers, do you have came across any non-trivial change detection scenario that you may want to share? I just want to collect some non trivial change detection use-cases to see what other pips is doing with it In case If you have anything to share on the topic here is the thread to comment <unconvertable>.","The sentence """""" do you have came across any non-trivial change detection scenario that you may want to share? """""" uses <pattern>do you have sth</pattern> to indicate that the user expects ""some non trivial change detection scenario"". The answer is YES.",No sentences found to indicate the user's expectation. The answer is NO.,"The sentence """""" I just want to collect some non trivial change detection use-cases to see what other pips is doing with it """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""collect some non trivial change detection use-cases"". The answer is YES.",0,1,0,0,0,1
angular,"Hi everyone, I would like to have opinions on what do you think is the best practice of injecting a service to lazy loaded (or preloaded) module - to provide in root or in the specific lazy module? Thank you.","(The sentence """""" I would like to have opinions on what do you think is the best practice of injecting a service to lazy loaded (or preloaded) module - to provide in root or in the specific lazy module? """""" uses <pattern>would like to have opinions on sth</pattern> to indicate that the user expects to ""have opinions on what do you think is the best practice of injecting a service to lazy loaded (or preloaded) module - to provide in root or in the specific lazy module?"". The answer is YES.)","The sentence """""" what do you think is the best practice of injecting a service """""" uses <pattern>what do you think is the best practice of sth</pattern> to indicate that the user expects to ""inject a service"". The answer is YES.","The sentence """""" I would like to have opinions on what do you think is the best practice of injecting a service to lazy loaded (or preloaded) module - to provide in root or in the specific lazy module? """""" uses <pattern>would like to VB</pattern> to indicate that the user expects to ""have opinions"". The answer is YES.",0,0,0,0,0,1
,"I have a strange problem when I run ng serve. Sometimes when I make a code change, and angular rebuilds and serves the app, my Windows 10 laptop goes into energy spare mode. Seemingly random, happens often and is really making me angry.","The sentence """""" Seemingly random, happens often and is really making me angry. """""" uses <pattern>is really making me ADJ</pattern> to indicate that the user expects ""Windows 10 laptop"" to ""go into energy spare mode"". The answer is YES.","The sentence """""" Seemingly random, happens often and is really making me angry """""" uses <pattern>really making me angry</pattern> to indicate that the user expects to ""not be angry"". The answer is YES.",No sentences found to indicate the user's expectation. The answer is NO.,0,0,1,0,0,1
,"Hello Guys, I have one strange issue, I have VUE web component, in the slot of web component I use angular component, but angular component styles are not applying. Any idea what could be the issue. Thank you.","The sentence """""" Any idea what could be the issue """""" uses <pattern>idea</pattern> to indicate that the user expects ""what could be the issue"". The answer is YES.","The sentence """""" Any idea what could be the issue """""" uses <pattern>idea what sth could be</pattern> to indicate that the user expects to know ""what the issue could be"". The answer is YES.","The sentence """""" Any idea what could be the issue """""" uses <pattern>what could be</pattern> to indicate that the user expects some answers about the issue. The answer is YES.",0,0,0,1,0,0
angular,"Hello Angular community, I'm trying to find the best practice on the way of handling my subscribe event in the following lines of code. I'm using NGRX and this particular value is not being used with an async pipe in the template file. Do i need to handle the subscription manually, and clean it up? I'm trying to find the best practice for this condition. [code]","The sentence """""" Do i need to handle the subscription manually, and clean it up? """""" uses <pattern>need to VB</pattern> to indicate that the user expects to ""handle the subscription manually, and clean it up"". The answer is YES.","The sentence """""" Do i need to handle the subscription manually, and clean it up? """""" uses <pattern>need to VB</pattern> to indicate that the user expects to ""handle the subscription manually, and clean it up"". The answer is YES.","The sentence """""" Do i need to handle the subscription manually, and clean it up? """""" uses <pattern>need to VB</pattern> to indicate that the user expects to ""handle the subscription manually, and clean it up"". The answer is YES.",0,0,0,0,0,1
angular,"Is there any way to avoid extract-n18n from extracting from node_modules?? because as of Angular 12 it crashes on ag-grid when I run the command as I understand `--ivy` arg used to that, but it's an unknown option now","The sentence """""" Is there any way to avoid extract-n18n from extracting from node_modules?? because as of Angular 12 it crashes on ag-grid when I run the command as I understand `--ivy` arg used to that, but it's an unknown option now """""" uses <pattern>Is there any way to VB</pattern> to indicate that the user expects to ""avoid extract-n18n from extracting from node_modules"". The answer is YES.","The sentence """""" because as of Angular 12 it crashes on ag-grid when I run the command as I understand `--ivy` arg used to that, but it's an unknown option now """""" uses <pattern>as I understand VB</pattern> to indicate that the user expects ""--ivy"" to be used to ""avoid extract-n18n from extracting from node_modules"". The answer is YES.","The sentence """""" because as of Angular 12 it crashes on ag-grid when I run the command as I understand `--ivy` arg used to that, but it's an unknown option now """""" uses <pattern>used to VB</pattern> to indicate that the user expects ""--ivy"" to ""used to that"". The answer is YES.",0,0,0,0,0,1
,How do you import a pipe from a different module? in my FirstModule I've got the pipe in declarations and in my SecondModule I've got the pipe in providers. If I do that I get some stack errors ... Actually nvm .. I think it's cuz I'm importing the entire module,"The sentence """""" I think it's cuz I'm importing the entire module """""" uses <pattern>I think it's</pattern> to indicate that the user expects ""importing the entire module"" to be the reason for the stack errors. The answer is YES.","The sentence """""" Actually nvm .. I think it's cuz I'm importing the entire module """""" uses <pattern>I think it's cuz</pattern> to indicate that the user expects to ""import the entire module"". The answer is YES.","The sentence """""" If I do that I get some stack errors ... """""" uses <pattern>If I do that I get sth</pattern> to indicate that the user expects to ""get some stack errors"". The answer is YES.",0,0,0,0,0,1
