source,issue,PS1,PS2,PS3,y'1,y'2,y'3,y_PS,y''_PS,ACC_AI_PS
,"Hi everyone, I've got an interceptor that cancel all pending requests when the user changes to other page. All seems ok, but I've got some problems with the translations. That interceptor cancel translations requests too and the translations don't appear. Does anyone know how to tell the interceptor not to act on the first page or when it calls for translations?","The sentence """""" I've got an interceptor that cancel all pending requests when the user changes to other page. All seems ok, but I've got some problems with the translations."""""" uses <pattern>some problems with NN</pattern> to indicate that there is something wrong with ""translations"". The answer is YES.","The sentence """""" That interceptor cancel translations requests too and the translations don't appear. """""" uses <pattern>don't appear</pattern> to indicate that the translations are not working as expected. The answer is YES.","The sentence """""" That interceptor cancel translations requests too and the translations don't appear. """""" uses <pattern>sth will VB</pattern> to indicate that there is something wrong with ""That interceptor"". The answer is YES.",0,0,0,0,0,1
angular,"Hey Guys, Anyone can help me with Datepipe. I have receive a UTC DateTime from API, Now I want to display on page as Local Time Zone. So My Date pipe looks like this [code], my calculation of timeOffset is like [code], but the time is showing incorrect. anything I am doing wrong here?I dont really understand the zone section works. Oh if possible would anyone help me if I want to turn it into UCT +10:00 Sydney time, how would I write the pipe?","The sentence """""" but the time is showing incorrect """""" uses <pattern>incorrect JJ</pattern> to indicate that the time is not correct. The answer is YES.","The sentence """""" but the time is showing incorrect. anything I am doing wrong here? """""" uses <pattern>sth is showing incorrect</pattern> to indicate that the time shown is not correct. The answer is YES.","The sentence """""" the time is showing incorrect """""" uses <pattern>sth is showing incorrect</pattern> to indicate that there is something wrong with ""the time"". The answer is YES.",0,0,0,0,0,1
,"I'm getting a funky issue here wondering if anyone knows what's up. In a .less file I have `z-index: 900`, but after doing an `ng build`, in the compiled .css file it looks like `z-index:#900`, which is of course breaking my page. any thoughts?","The sentence """""" In a .less file I have `z-index: 900`, but after doing an `ng build`, in the compiled .css file it looks like `z-index:#900`, which is of course breaking my page. """""" uses <pattern>VB break VBG</pattern> to indicate that ""z-index:#900"" is breaking the page. The answer is YES.","The sentence """""" after doing an `ng build`, in the compiled .css file it looks like `z-index:#900`, which is of course breaking my page. """""" uses <pattern>sth is breaking VB</pattern> to indicate that ""it looks like `z-index:#900`"" is breaking user's page. The answer is YES.","The sentence """""" after doing an `ng build`, in the compiled .css file it looks like `z-index:#900`, which is of course breaking my page. """""" uses <pattern>` sth ` is breaking sth</pattern> to indicate that something wrong with the compilation. The answer is YES.",0,0,0,0,0,1
angular,"Good morning from Spain! I am wondering if anybody has tried using Npm Workspaces in Angular. My project is divided into many libraries in separate repos and it is a pain when you have to work in 2 or 3 dependant libraries at a time and test it in the main SPA, because npm link not always works as expected. I am thinking on creating a workspace project and arrange all the folders inside so I can make changes into any library and have hot-reloading in the main SPA, but I dont know if that is going to work due to the particular structure of the libraries projects in Angular. Any feedback is welcome! Thanks!",No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1,0,1,0
angular,"Can I ask you a question? I strongly believe that the front end should get the right data without the least manipulation. But the one guy is doing like 4 for loops to get the right data from the frontend. For example, parent order - order - products are the hierarchical level of the raw data. I want to get products level of data as we are showing products on the view. But what a guy is doing is for loop in the frontend doing a lot of manipulation. I want to explain him why this is a bad idea.. but I can't find any resources reliable why this is bad in terms of security, reliability of the data.","The sentence """""" I strongly believe that the front end should get the right data without the least manipulation. """""" uses <pattern>should VB</pattern> but it is only used for describing the user's expectation instead of describing the error or undesired behavior, so the answer is NO.","The sentence """""" But the one guy is doing like 4 for loops to get the right data from the frontend. """""" uses <pattern>doing like NNS</pattern> and <pattern>a lot of NN</pattern> to indicate that there are too many for loops doing unnecessary data manipulation from the front end. The answer is YES.","The sentence """""" For example, parent order - order - products are the hierarchical level of the raw data. I want to get products level of data as we are showing products on the view. But what a guy is doing is for loop in the frontend doing a lot of manipulation """""" uses an undesired adjective <pattern>bad idea</pattern> to indicate that user is against the current way of frontend doing loops to get appropriate data. The answer is YES.",1,0,0,0,0,1
angular,"I am talking about data manipulation. What I am expecting is getting the correct data from the backend. You can do that by assigning properties right. THen we do not need to use for loop 4 times to assign the data to new array or models. This is a partial code of data manipulation on the client side after the async is finished [code]. this this a lot.. and do the calculation of total by using += // -=.. Single reponsibility, single unit of work. Calculation is done by in the class properties but on the client side, it's doing the same thing. it's against a lot of existing principles such as single reponsibility. If you change the backend you must come to the front end to add the data. that's the flow of how the store works to have a nice effect on the UI. We have an interface or typed model to define which model to show on the UI. But that ugly code has no model at all. dynamically assign it, then you should go to another place to add the field again.","The sentence """""" this this a lot.. """""" uses <pattern>sth is a lot</pattern> but this is just an expression of personal opinion without any error, so the answer is NO.","The sentence """""" this this a lot. """""" uses <pattern>this this a lot</pattern> to indicate that the user thinks the code provided is a lot to do. The answer is YES.",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,0,1,0,1,0
angular,"Hi, Really very basic question but wanna know in how many ways we can make it work .... [code] right now it will be definitely throw ""undefined "", but how we can make it work","The sentence """""" right now it will be definitely throw ""undefined "", but how we can make it work """""" uses <pattern>will be definitely VB</pattern> to indicate that something is definitely wrong with the code. The answer is YES.","The sentence """""" it will be definitely throw ""undefined "" """""" uses <pattern>sth will VB</pattern> to indicate that there is something wrong with the code provided. The answer is YES.","The sentence """""" right now it will be definitely throw ""undefined "", but how we can make it work """""" uses <pattern>throw VBP</pattern> to indicate that ""it"" is throwing ""undefined "" and the user wants to fix the issue. The answer is YES.",0,0,0,0,0,1
,"I just upgraded my angular from version 10 to 12 and I'm now getting this error when compiling: ``` Error: [file] - error TS2344: Type 'K' does not satisfy the constraint 'string'. Type 'number' is not assignable to type 'string'. ``` (also happened on version 11, which I then upgraded to 12 hoping the problem would go away). Not sure why I'm getting this error and no-one else is... :(","The sentence """""" Type 'number' is not assignable to type 'string' """""" uses <pattern>Type NN is not assignable to type NN</pattern> to indicate that the types are not correct. The answer is YES.","The sentence """""" (also happened on version 11, which I then upgraded to 12 hoping the problem would go away) """""" uses <pattern>VB hoping sth would VB</pattern> to indicate that the user is having trouble with ""this error"". The answer is YES.","The sentence """""" Type 'number' is not assignable to type 'string'. """""" uses <pattern>is not assignable to</pattern> to indicate that there is a type error. The answer is YES.",0,0,0,0,0,1
,"has anybody tried styling inline SVGs in angular? I can't set the width to 100% although without angular it works.. without angular: [link], with angular: [link]","The sentence """""" I can't set the width to 100% """""" uses <pattern>can't VB</pattern> to indicate that the user is having trouble ""set the width to 100%"". The answer is YES.","The sentence """""" I can't set the width to 100% """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with styling inline SVG in Angular despite that it works without Angular. The answer is YES.","The sentence """""" I can't set the width to 100% although without angular it works.. """""" uses <pattern>can't set NN to NNS</pattern> to indicate that the user is having trouble ""set the width to 100%"". The answer is YES.",0,0,0,0,0,1
,"Hi Guys. Have you ever faced this issue, while running tests? I upgrade angular to v12. ""DEPRECATED: DI is instantiating a token ""MockLocationStrategy"" that inherits its @Injectable decorator but does not provide one itself""","The sentence """""" I upgrade angular to v12. ""DEPRECATED: DI is instantiating a token ""MockLocationStrategy"" that inherits its @Injectable decorator but does not provide one itself"" """""" uses <pattern>deprecated</pattern> to indicate that the user is getting an error message. The answer is YES.","The sentence """""" DEPRECATED: DI is instantiating a token ""MockLocationStrategy"" that inherits its @Injectable decorator but does not provide one itself"" """""" uses <pattern>deprecated</pattern> which is an undesired remark. The answer is YES.","The sentence """""" DEPRECATED: DI is instantiating a token ""MockLocationStrategy"" that inherits its @Injectable decorator but does not provide one itself """""" uses <pattern>DEPRECATED</pattern> to indicate that the user is having deprecation problem when running tests. The answer is YES.",0,0,0,0,0,1
angular,"Hi everyone, I am back again! Any thoughts on having one large observable vs several small observables, and consequently more injections? Does it make a difference? And one more question: I have a Observable<Basic[]> observable, wherefrom I only want only a few elements to be put for a transformed Observable<Assistantservices[]> observable, but WITHOUT SUBSCRIBING. So basically [code] is the basic obs, and I want to assign the new obs transformed from basic.data to [code]. Thank you!",No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1,0,1,0
angular,"hi! I just updated to v12 and noticed that js files copied via the ""assets"" section in angular.json are now compressed/mangled. is there any way to prevent this? I tried with ""exclude"" section in the terser plugin config (I have a custom webpack config in place already), but it didn't help (maybe I just did it wrong?). I only found [link] where it says that it should be actually exactly like I need it (aka no compressing, mangling whatsoever)? I am a bit confused about this. this also didn't happen with v11 :/","The sentence """""" js files copied via the ""assets"" section in angular.json are now compressed/mangled """""" uses <pattern>are now VBP</pattern> to indicate that the js files are compressed/mangled unexpectedly. The answer is YES.","The sentence """""" js files copied via the ""assets"" section in angular.json are now compressed/mangled """""" uses <pattern>sth are now VBP</pattern> to indicate that ""assets"" are being compressed/mangled, which is undesired. The answer is YES.","The sentence """""" js files copied via the ""assets"" section in angular.json are now compressed/mangled. """""" uses <pattern>sth is ADJ</pattern> to indicate that ""js files"" are being compressed or mangled, which might be an undesired behavior. The answer is YES.",0,0,0,0,0,1
,"Hello guys, I have upgraded my project from Angular 5 to Angular 10. I am getting this error `Angular JIT compilation failed: '@angular/compiler' not loaded!` @ViewChild('element') will it give me above error. Angular JIT compilation failed error??","The sentence """""" @ViewChild('element') will it give me above error. Angular JIT compilation failed error?? """""" uses <pattern>will .. VB</pattern> but this is just a rhetorical question instead of describing the error or undesired behavior, so the answer is NO.","The sentence """""" I am getting this error `Angular JIT compilation failed: '@angular/compiler' not loaded!` """""" uses <pattern>getting this error</pattern> to indicate that there is an error when upgrading Angular. The answer is YES.","The sentence """""" Angular JIT compilation failed: '@angular/compiler' not loaded! """""" uses <pattern>failed VB</pattern> to indicate that there is something wrong with ""Angular JIT compilation"". The answer is YES.",1,0,0,0,0,1
,"Hello everyone, I'm using monorepo with yarn workspaces and lerna. Problem is when i include any code except interface definition from sibling package to angular i get the error: `TypeError: (0 , _rh_index_lib__WEBPACK_IMPORTED_MODULE_1__.indexId) is not a function` Angular package.json: [code]. Any tips on what am I missing?","The sentence """""" i get the error: `TypeError: (0 , _rh_index_lib__WEBPACK_IMPORTED_MODULE_1__.indexId) is not a function` """""" uses <pattern>get error</pattern> to indicate that there is something wrong with the Angular package.json. The answer is YES.","The sentence """""" i get the error: `TypeError: (0 , _rh_index_lib__WEBPACK_IMPORTED_MODULE_1__.indexId) is not a function` """""" uses <pattern>i get error</pattern> to indicate that the user is having some trouble and the error message is ""`TypeError: (0 , _rh_index_lib__WEBPACK_IMPORTED_MODULE_1__.indexId) is not a function`"". The answer is YES.","The sentence """""" i get the error: `TypeError: (0 , _rh_index_lib__WEBPACK_IMPORTED_MODULE_1__.indexId) is not a function` """""" uses <pattern>get error</pattern> to indicate that the user is getting an error when including code from sibling package to Angular. The answer is YES.",0,0,0,0,0,1
angular,"I figured its because i use `""main"": ""src/index.ts""` in libarary package instead of compiled version `""main"":""dist/index.js""`, but this requires recompile on each library change, is there any way i can get away with still using `src/index.ts`?","The sentence """""" this requires recompile on each library change, """""" uses <pattern>requires VB</pattern> to indicate that ""requires recompile on each library change"" is an undesired behavior. The answer is YES.",No sentences found to indicate the error or undesired behavior. The answer is NO.,"The sentence """""" this requires recompile on each library change, """""" uses <pattern>requires VB</pattern> to indicate that ""requires recompile on each library change"" is an undesired behavior. The answer is YES.",0,1,0,0,0,1
angular,"Hi, I am looking for maps for my angular app (particularly a free one), any better alternatives to google maps - Usage - jus want to display the markers of few places where my images are taken... Any views will be really grateful",No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1,1,1,1
angular,"can someone guide me through these steps or atleast provide me with tutorials,im really struggling to find solutions for these (Angular) On the top of the players table, you should have a Filter menu which will be used to filter the players (show only the filtered). The filter should contain: a One input field to filter by full name a Select Dropdown to filter by position C, F or G a Sorting by first name: [ascending, descending]",No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1,0,1,0
,[link] i got problems searching the data displayed from the API can anyone help me with it? all files are included there,"The sentence """""" i got problems searching the data displayed from the API """""" uses <pattern>got VBD problems</pattern> to indicate that the user is having trouble ""searching the data displayed from the API"". The answer is YES.",No sentences found to indicate the error or undesired behavior. The answer is NO.,"The sentence """""" i got problems searching the data displayed from the API """""" uses <pattern>got problems VBD</pattern> to indicate that the user is having trouble ""searching the data"". The answer is YES.",0,1,0,0,0,1
,"Hey, I have a question concerning a custom error handler. I can't pinpoint when it broke because it's a big project, but as of today, error objects arrive like this, rather than having a nice and interactable stacktrace: ``` ""Error: SEARCH_ALREADY_RUNNING_EXCEPTION at DevicesService.startSearch ``` Can anyone tell me how to fix this?","The sentence """""" error objects arrive like this, rather than having a nice and interactable stacktrace: ``` ""Error: SEARCH_ALREADY_RUNNING_EXCEPTION at DevicesService.startSearch ``` """""" uses <pattern>rather than VBG</pattern> to indicate that the current error format is different from the expected error format. The answer is YES.","The sentence """""" error objects arrive like this, rather than having a nice and interactable stacktrace: ``` ""Error: SEARCH_ALREADY_RUNNING_EXCEPTION at DevicesService.startSearch ``` """""" uses <pattern>rather than VBG</pattern> to indicate that ""error objects arrive like this"" is an undesired behavior. The answer is YES.","The sentence """""" error objects arrive like this, rather than having a nice and interactable stacktrace: """""" uses <pattern>rather than VBG</pattern> to indicate that the user is having trouble with error objects. The answer is YES.",0,0,0,0,0,1
,Hi Any idea why the auto focus is coming in angular material menu [code].,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1,1,1,1
,is it worth making a pull request for a 1-character documentation formatting fix?,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1,1,1,1
,"Could someone give me an example on stackblitz (or any other platform) how I can make source maps of a compiled angular library work in the consumer application? I enabled sourceMap's vendor property to true, but still no luck. I can see that ng packagr generates the source maps, but so far, in the consumer application, chrome's devtools cannot find it","The sentence """""" I can see that ng packagr generates the source maps, but so far, in the consumer application, chrome's devtools cannot find it """""" uses <pattern>chrome's devtools cannot find it</pattern> to indicate that ""chrome's devtools cannot find"" the generated source maps, which could indicate the error or undesired behavior. The answer is YES.","The sentence """""" Could someone give me an example on stackblitz (or any other platform) how I can make source maps of a compiled angular library work in the consumer application? """""" uses <pattern>cannot VB</pattern> to indicate that ""chrome's devtools cannot find it"" is not the expected behavior. The answer is YES.","The sentence """""" I can see that ng packagr generates the source maps, but so far, in the consumer application, chrome's devtools cannot find it """""" uses <pattern>but VB.. can't VB</pattern> to indicate that the ""source maps"" are generated but are not found by chrome devtools. The answer is YES.",0,0,0,0,0,1
angular,"I don't want to directly include the public-api of the library in the tsconfig, I would prefer keep things as they are naturally, therefore path points to the dist folder where the library has been packaged using ng packagr. Or is there any other suggestion? I could not find any relevant information in the docs",No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1,0,1,0
angular,"I've got a strange problem with the http client. My API is returning the correct data but the http.get response has almost all of the properties set to null. I'm not even sure where to start troubleshooting this. When I say the API is returning the correct response I mean I look a the network tab in the chrome dev tools and the response there is correct (i.e. the properties have the expected values) but when I look at the response in the subscribed observable (by putting a breakpoint in the code in the dev tools), most of the properties are null. the API is returning a 200 response so no error handing interceptor is getting in the way. I'm not sure where where to even look next.","The sentence """""" almost all of the properties set to null """""" uses <pattern>almost all of the NNS set to JJ</pattern> to indicate that there is something wrong with ""the properties"" of the http response. The answer is YES.","The sentence """""" My API is returning the correct data but the http.get response has almost all of the properties set to null. """""" uses <pattern>but NN is set to VBN</pattern> to indicate that the user is trying to figure out why ""the http.get response has almost all of the properties set to null"". The answer is YES.","The sentence """""" I've got a strange problem with the http client. My API is returning the correct data but the http.get response has almost all of the properties set to null. """""" uses <pattern>has almost all of the properties set to null</pattern> to indicate that ""http.get response"" is not correct. The answer is YES.",0,0,0,0,0,1
angular,"i am facing this error how to solve it ,The serve command requires to be run in an Angular project, but a project definition could not be found. please let me anybody guys The serve command requires to be run in an Angular project, but a project definition could not be found","The sentence """""" The serve command requires to be run in an Angular project, but a project definition could not be found. """""" uses <pattern>could not be found</pattern> to indicate that there is a missing ""project definition"". The answer is YES.","The sentence """""" The serve command requires to be run in an Angular project, but a project definition could not be found. """""" uses <pattern>requires to VB but</pattern> to indicate that there is something wrong that the user is facing an error message. The answer is YES.","The sentence """""" The serve command requires to be run in an Angular project, but a project definition could not be found. """""" uses <pattern>project definition could not be found</pattern> to indicate that the user is having trouble running ""serve command"" due to the missing project definition. The answer is YES.",0,0,0,0,0,1
angular,"Hi. I need to have my main angular application open an existing, 2nd angular application in a new browser tab for editing specific content. When finished and returning to the main application, it needs to refresh its state from the server. What is a good architecture to notify from the editing app to the main app that a refresh needs to be made? Would local storage notifications work? Or service workers?",No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1,1,1,1
angular,"Hi, in angular there's this databinding in the HTML using the hashtag that creates a local variable [code] like the movieplayer variable I was wondering how can I access the variable in the typepscript file?",No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1,1,1,1
angular,"Hi again, I've got a component that I'm passing an object to which contains the click event I want to execute [code] and entering it into the html template like so [code]. however the click event doesnt get registered, the way I'm passing the item array to the component is using the @Input decorator because the data and click event exist in another component","The sentence """""" however the click event doesnt get registered """""" uses <pattern>doesnt get registered</pattern> to indicate that the click event is not working correctly. The answer is YES.","The sentence """""" however the click event doesnt get registered """""" uses <pattern>sth doesn't get VBN</pattern> to indicate that the click event is not working. The answer is YES.","The sentence """""" the click event doesnt get registered, """""" uses <pattern>sth not get registered</pattern> to indicate that ""click event"" is not registered. The answer is YES.",0,0,0,0,0,1
angular,Hello I have a question. I'm starting on Angular Animations I want to implement some good transitions in my website. My current component structure is [link]. And I want to implement something kinda like this: [link]. I managed to make a transition between Login and Register (Since they are on same parent component 'Guest'). But Between Login -> Dashboard is another story. Or do you recommend another structure or an explanation to make it work,"The sentence """""" But Between Login -> Dashboard is another story. """""" uses <pattern>another story</pattern> to indicate that the transition ""Between Login -> Dashboard"" has some issue. The answer is YES.",No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,1,0,1,0
,"I have an HTML select dropdown which is inside a draggable element. When I select a value from the dropdown using Safari (works in Chrome, FF), the dragging of the element kicks in rather than just setting the dropdown value. Adding [code] doesn't help. Any idea?","The sentence """""" When I select a value from the dropdown using Safari (works in Chrome, FF), the dragging of the element kicks in rather than just setting the dropdown value. """""" uses <pattern>rather than VB</pattern> to indicate that the dragging of the element is an undesired behavior instead of setting the dropdown value. The answer is YES.","The sentence """""" When I select a value from the dropdown using Safari (works in Chrome, FF), the dragging of the element kicks in rather than just setting the dropdown value. """""" uses <pattern>sth works in A but B</pattern> to indicate that there is something wrong when ""selecting a value from the dropdown using Safari"". The answer is YES.","The sentence """""" When I select a value from the dropdown using Safari (works in Chrome, FF), the dragging of the element kicks in rather than just setting the dropdown value. """""" uses <pattern>rather than VB</pattern> to indicate that there is an undesired behavior in Safari when ""select a value from the dropdown"". The answer is YES.",0,0,0,0,0,1
,"hello guys, anyway I can create component inside the host other than as a sibling : [code].",No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1,1,1,1
angular,"Hi, people, I have a problem with reloading a child route in a toy angular app. Whenever I try to refresh on [link], i just get a blank page in return. Can you please help me figure out what's wrong? These are my routes: [code]","The sentence """""" whenever I try to refresh on [link], i just get a blank page in return """""" uses <pattern>get a blank page in return</pattern> to indicate that ""getting a blank page"" is an undesired behavior. The answer is YES.","The sentence """""" whenever I try to refresh on [link], i just get a blank page in return. """""" uses <pattern>get a blank NN</pattern> to indicate that ""get a blank page"" is an undesired behavior. The answer is YES.","The sentence """""" whenever I try to refresh on [link], i just get a blank page in return """""" uses <pattern>just get VBP</pattern> to indicate that the user get undesired result from the operation. The answer is YES.",0,0,0,0,0,1
,"perfect ha ! any error in the console ? the issue I see in the logs above is that it is trying to get the javascript sources from [link] which IMO is wrong. I am not an expert in base HREF, that was a try, but there is something dodgy","The sentence """""" the issue I see in the logs above is that it is trying to get the javascript sources from [link] which IMO is wrong """""" uses <pattern>the issue I see</pattern> to indicate the user is stating a problem. The answer is YES.","The sentence """""" the issue I see in the logs above is that it is trying to get the javascript sources from [link] which IMO is wrong """""" uses <pattern>the issue I see is</pattern> to indicate that the user is encountering an issue. The answer is YES.","The sentence """""" the issue I see in the logs above is that it is trying to get the javascript sources from [link] which IMO is wrong """""" uses <pattern>the issue I see</pattern> to indicate that the user is having trouble with ""the javascript sources"". The answer is YES.",0,0,0,0,0,1
angular,"Can we compare two formgroup values? [code] but if I will compare like this every time its showing true, even though there is not change in formvalue. okay","The sentence """""" but if I will compare like this every time its showing true, even though there is not change in formvalue. """""" uses <pattern>every time its showing sth</pattern> to indicate that the user is getting something wrong. The answer is YES.","The sentence """""" its showing true, even though there is not change in formvalue """""" uses <pattern>VB showing true, even though there is not change in sth</pattern> to indicate that the user is having trouble with ""formvalue"". The answer is YES.","The sentence """""" even though there is not change in formvalue. """""" uses <pattern>even though</pattern> to indicate that the form is showing true ""even though"" there is not change in formvalue, which is an undesired behavior. The answer is YES.",0,0,0,0,0,1
,"Hi, people. Does anyone know how to add space between mat table rows, but not between the expanded ones. Like in this image.",No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1,1,1,1
angular,Does anyone know if it is possible to trigger an animation to a parent div when an *ngFor is changing. I currently have the animation looking like this: [link]. Iteration and Speed are outside of the *ngFor and the animation is currently set to each element in the for loop. It would most likely look better if I can get to fade everything out and in again.,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1,1,1,1
,We have an angular app with ngrx/store running against a significant REST API backend. We have started building also some GraphlQL APIs hence we will have a mixture. Would you recommend moving away from ngrx/store and move to apollo-client? Is using appollo against a REST backend a good idea?,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1,1,1,1
angular,"Is there a way to use ""let-"" syntax with complex objects? Say I have the default context going into `let-data` and I would like another one which reaches in to `data`. So I would want something like `let-two=""data?.one?.two""`. Or is even better, being able to skip the `let-data` entirely and have `let-two=""context?.one?.two""`?",No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1,1,1,1
angular,How to setup Cors policy in angular/alfresco while calling alfresco share Rest Api in angular don't end? Please take note of following points that was already tried out: Alfresco(exposed at localhost:8088): Have configured filter for tomcat(in Alfresco) as in this post. filter issue: No 'Access-Control-Allow-Origin' header Angular(exposed at localhost:4200) : Have setup application to work with proxy to access 8088 [link]. After trying both still get the CORS error as following: Access to XMLHttpRequest at [link] from origin [link] has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource. Any suggestions ??,"The sentence """"""No 'Access-Control-Allow-Origin' header is present on the requested resource. """""" uses <pattern>No NNS is present on the requested resource</pattern> to indicate that the error is caused by the missing ""Access-Control-Allow-Origin"" header. The answer is YES.","The sentence """""" After trying both still get the CORS error as following: Access to XMLHttpRequest at [link] from origin [link] has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource. """""" uses <pattern>Access to .. VB</pattern> to indicate that ""Access to XMLHttpRequest"" is getting an error. The answer is YES.","The sentence """""" After trying both still get the CORS error as following: Access to XMLHttpRequest at [link] from origin [link] has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource. """""" uses <pattern>still get the error</pattern> to indicate the undesired behavior. The answer is YES.",0,0,0,0,0,1
angular,"Hi, I have a table which has invoice details -> It can spread over multiple pages while printing. I am using `ngxPrint` for printing. My requirement is when multiple page will be there then all page should have subtotal. How can I achieve this? Please help",No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1,1,1,1
angular,"howdee. i'm the fool use case who doesn't understand how to deploy angular build output for a component only. the use case is i want to write not a full angular app with routing, and services in the root, but entirely self contained modules i can distribute from package management and consumers can just deploy the javascript file and get fancy PART OF THE ui generated by angular. please advise","The sentence """""" i want to write not a full angular app with routing, and services in the root, but entirely self contained modules i can distribute from package management and consumers can just deploy the javascript file and get fancy PART OF THE ui generated by angular """""" uses <pattern>want to VB</pattern> but this is just the user's expectation instead of describing the error or undesired behavior, so the answer is NO.",No sentences found to indicate the error or undesired behavior. The answer is NO.,"The sentence """""" howdee. i'm the fool use case who doesn't understand how to deploy angular build output for a component only. """""" uses <pattern>how to VB</pattern> to ask for help with ""deploy angular build output"". The answer is NO.",1,1,1,0,1,0
angular,"Hi everyone, I am thinking about the best way to smoothly scroll in to a position. Th scrollintoview method is nice, but its not completely cross-browser compatible and angular's viewportScroller doesn't appear to have the ability of smoth scrolling or any sort of animation. Any ideas where to start from?",No sentences found to indicate the error or undesired behavior. The answer is NO.,"The sentence """""" Th scrollintoview method is nice, but its not completely cross-browser compatible and angular's viewportScroller doesn't appear to have the ability of smoth scrolling or any sort of animation """""" uses <pattern>sth not VB</pattern> to indicate that ""scrollintoview method"" and ""angular's viewportScroller"" is not completely cross-browser compatible. The answer is YES.",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,0,1,0,1,0
,Anyone know how to create something like google docs' comments and suggestions using angular material? I've got the basic format of the mat-card down just not sure how to handle how to do the layout of each card,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1,0,1,0
angular,"hey people, Is it possible to get the value of var inside component(in angular not in test) from protractor in e2e? Like count:number =2; I need to know in test what's the value in this var, is it possible?",No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1,1,1,1
,need one help on unit test [code]. how to cover if statement in jasmine,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1,1,1,1
angular,"HI everyone, How can I generate angular documentation after apply any markup described in [link] page??? Y understand how to use <code-tabs> and <code-pane> for example, but i can't find how to generate doc after that.","The sentence """""" i can't find how to generate doc after that. """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with ""how to generate doc"". The answer is YES.",No sentences found to indicate the error or undesired behavior. The answer is NO.,No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,1,0,1,0
