answer1,answer2
"The sentence """""" Can I set up typescript to infer that my own custom react component will have the props provided by a higher order component without having to import the typings for the props that the HOC gives my custom component? """""" uses <pattern>infer that my own custom NN will have the props provided by a higher order component without having to import the typings for the props that the HOC gives my custom component</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" Can I set up typescript to infer that my own custom react component will have the props provided by a higher order component without having to import the typings for the props that the HOC gives my custom component? """""" uses <pattern>Can I VB that my own NN component will have the props provided by a higher order component without having to VB the typings for the props that the HOC gives my custom component?</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" I'm not sure whether it belongs in Program Files or Program Files (x86) """""" uses <pattern>not sure if VB</pattern> to describe the expectation of the user. The answer is YES.",No sentences found to indicate the expectation of the user. The answer is NO.
"The sentence """""" I'm trying to get TSLinting as part of my build process, but I can't get it to report errors. """""" uses <pattern>trying to VB</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" I'm trying to get TSLinting as part of my build process, but I can't get it to report errors. """""" uses <pattern>trying to VB NP (as part of) NP</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" my thing is get that number as well in sync """""" uses <pattern>VB that NN as well in sync</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" when gets updated my thing is get that number as well in sync """""" uses <pattern>VBZ updated my NN VBZ get DT NN as well IN NN</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" I yet dont recibe my eth in my wallet """""" uses <pattern>I VB yet</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" I yet dont recibe my eth in my wallet """""" uses <pattern>yet VB not VB PRP$ NN IN PRP$ NN</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" I can't enter text even usingadb shell input text ""hello"". """""" uses <pattern>I cannot VB</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" I can't enter text even using adb shell input text ""hello"". """""" uses <pattern>can't VB text even using NN</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" Is this an issue other Mac users have been having? """""" uses <pattern>VBZ other DT JJ NNS VBZ VBG</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" Is this an issue other Mac users have been having? """""" uses <pattern>is this an issue VB</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" Is there any way to bulk-store files in S3 to trigger fewer PUT charges? """""" uses <pattern>any way to VB</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" Is there any way to bulk-store files in S3 to trigger fewer PUT charges? """""" uses <pattern>way to VB</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" can 0.6.0 be used with perf/jblas. """""" uses <pattern>can VB with NN</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" Specifically I need the newer BooleanIndexing class methods that are only in 0.6.0 """""" uses <pattern>need the newer NN that are only in NN</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" Is there Windows container for Docker """""" uses <pattern>Is there DT for NN</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" Is there Windows container for Docker """""" uses <pattern>Is there NNS for NNS</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" i want to run a node_module step by step """""" uses <pattern>want to VB DT NN VB DT NN</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" i want to run a node_module step by step """""" uses <pattern>want to VB DT NN VB NN by NN</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" but the Multilayer network does not accept the same input as MultiLayerSpace """""" uses <pattern>does not accept the same input as</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" the Multilayer network does not accept the same input as MultiLayerSpace """""" uses <pattern>does not accept the same input as NN</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" I am getting chrome Not reachable """""" uses <pattern>getting NP</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" I am getting chrome Not reachable """""" uses <pattern>getting NN JJ</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" Please i need to know if i can use COINBASE for my ETH wallet ? """""" uses <pattern>need to know if VB</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" Please i need to know if i can use COINBASE for my ETH wallet ? """""" uses <pattern>i need to VB if i can use NN for my NN</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" help me to get an idea about MicroService architecture in nodejs """""" uses <pattern>help to VB</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" help me to get an idea about MicroService architecture in nodejs """""" uses <pattern>help me to VB</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" Is there a way to force docker to exit on SIGTERM instead of passing it to the child process? """""" uses <pattern>way to VB</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" Is there a way to force docker to exit on SIGTERM instead of passing it to the child process? """""" uses <pattern>way to force VB to VB</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" Can someone please help me out for verifying Toast message, any workaround? """""" uses <pattern>help me out for VB</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" Can someone please help me out for verifying Toast message """""" uses <pattern>help me VBG for VB</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" How I can validate my data in Feathersjs framework?! """""" uses <pattern>how to VB my data in NN</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" How I can validate my data in Feathersjs framework? """""" uses <pattern>How can I VB my data in Feathersjs framework</pattern> to describe the expectation of the user . The answer is YES."
"The sentence """""" I think I got it working, using dynamic import """""" uses <pattern>I think I VB it working, using dynamic import</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" I think I got it working, using dynamic import """""" uses <pattern>think VB it VB, using dynamic import</pattern> to describe the expectation of the user. The answer is YES."
No sentences found to indicate the expectation of the user. The answer is NO.,No sentences found to indicate the expectation of the user. The answer is NO.
"The sentence """""" where can i buy and save my ethereum coins? """""" uses <pattern>where can i VB and VB</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" where can i buy and save my ethereum coins? """""" uses <pattern>where VB and VB my ethereum coins</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" Are seeing appium settings pops up everytime on simulator while executing a test ? """""" uses <pattern>VBG appium settings NN (everytime) on simulator</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" Are seeing appium settings pops up everytime on simulator while executing a test ? """""" uses <pattern>VBG appium settings NN (everytime)</pattern> to describe the expectation of the user. The answer is YES."
No sentences found to indicate the expectation of the user. The answer is NO.,No sentences found to indicate the expectation of the user. The answer is NO.
"The sentence """""" i am trying to start appium server programatically """""" uses <pattern>trying to VB</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" i am trying to start appium server programatically but i get an error saying... connection is refused """""" uses <pattern>trying to VB</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" are there things like ""overfitting"" for autoencoders as well? """""" uses <pattern>things like NN for NN as well</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" are there things like ""overfitting"" for autoencoders as well? """""" uses <pattern>are there things like NN for NN as well</pattern> to describe the expectation of the user. The answer is YES."
No sentences found to indicate the expectation of the user. The answer is NO.,No sentences found to indicate the expectation of the user. The answer is NO.
No sentences found to indicate the expectation of the user. The answer is NO.,No sentences found to indicate the expectation of the user. The answer is NO.
"The sentence """""" Do I have to run the .exe every time I want to view my wallet. """""" uses <pattern>have to VB</pattern> to describe the expectation of the user. The answer is YES.",No sentences found to indicate the expectation of the user. The answer is NO.
"The sentence """""" Is there a possibility to run cuda 8 backend on compute capability 2.0 device? """""" uses <pattern>possibility to VB NN on NN device</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" Is there a possibility to run cuda 8 backend on compute capability 2.0 device? """""" uses <pattern>possibility to VB</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" What is the easiest way to transform a 1d ndarray to a double[]? """""" uses <pattern>what is the easiest way to VB</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" What is the easiest way to transform a 1d ndarray to a double[]? """""" uses <pattern>What VB is the JJ way to VB</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" how do I transfer my coinbase Ether to my Ethereum desktop app wallet """""" uses <pattern>how to VB my NN to NN</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" how do I transfer my coinbase Ether to my Ethereum desktop app wallet """""" uses <pattern>how to VB</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" I would also like to incrementally train a paravec model starting with a previously trained word2vec model (trained using a large corpus, like the GoogleNews vectors), and augmenting with my own problem-specific corpus. """""" uses <pattern>would like to VB a NN model starting with a previously trained NN model (trained using a large NN, like the NN vectors), and augmenting with my own NN.</pattern> to describe the expectation of the user. The answer is YES.",No sentences found to indicate the expectation of the user. The answer is NO.
"The sentence """""" what is the network mode in docker.compose.yml file *docker-compose.yml """""" uses <pattern>what is DT in DT</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" what is the network mode in docker.compose.yml file *docker-compose.yml """""" uses <pattern>what is the NN in NN file</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" I'm getting a bad gateway and I think it might be because nginx can't communicate with php properly, but I'm not sure why """""" uses <pattern>VBG getting a NN and I think it might be because ... but I'm not sure why</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" I'm getting a bad gateway and I think it might be because nginx can't communicate with php properly, but I'm not sure why """""" uses <pattern>think VB that</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" When I try to download appium it gives me error """""" uses <pattern>When I try to VB it gives me error</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" When I try to download appium it gives me error """""" uses <pattern>I try to VB it gives me NN</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" Is it possible to get phpmadmin works with all network together to get one url? """""" uses <pattern>possible to VB</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" Is it possible to get phpmyadmin works with all network together to get one url? """""" uses <pattern>possible to VB</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" Is this normal? """""" uses <pattern>Is this JJ</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" Is this normal? """""" uses <pattern>VBZ JJ</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" I can't get my code to swipe from the Left to the right to work using percents.ie but works. """""" uses <pattern>can't get my NN to VB using NN</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" I can't get my code to swipe from the Left to the right to work using percents.ie but works. """""" uses <pattern>can't VB my NN to VB</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" is there any way to extend a singleton class but if a extend it , is will get error in multi layer extend it right """""" uses <pattern>is there any way to VB</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" is there any way to extend a singleton class but if a extend it , is will get error in multi layer extend it right """""" uses <pattern>is there any way to VB</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" is there way to use PageFactory when I write tests on C#? """""" uses <pattern>way to use NN when I VB on C#</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" is there way to use PageFactory when I write tests on C#? """""" uses <pattern>is there way to VB</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" can anyone else verify if they have a similar issue trying@purefan's solution? """""" uses <pattern>VB if PRP have DT similar NN</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" does anyone have a way to call ""npm audit"" each time they run ""npm start""? """""" uses <pattern>have a way to VB</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" I wonder if it's because I clicked on the ""login with GitHub"" button when I shouldn't have since I do have a GitLab account. """""" uses <pattern>wonder if it's because</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" I wonder if it's because I clicked on the ""login with GitHub"" button when I shouldn't have since I do have a GitLab account. """""" uses <pattern>wonder if it's because VB when I shouldn't have since I do have a JJ</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" Can we have a docker image with all these installations in it. """""" uses <pattern>can VB</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" Can we have a docker image with all these installations in it. """""" uses <pattern>can VB</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" how can I connect to Kovan with geth? """""" uses <pattern>how can I VB to LOC with NNP</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" how can I connect to Kovan with geth? """""" uses <pattern>how can I VB to NN with NN?</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" i could not see the coins in the wallet """""" uses <pattern>could not VB</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" could not see the coins in the wallet. please what is the solution? """""" uses <pattern>could not VB</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" Can, please one point me were to start to understand how that code is structured so I can contribute? """""" uses <pattern>start to VB how PRP VB</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" were can I find the changes that have been accepted to be implemented, to work on... """""" uses <pattern>VB can I VB the changes that have been accepted to VB</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" Maybe anybody can show any guides or example, how to do it. """""" uses <pattern>maybe can VB any NN or NN, how to do it</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" Because when model has property paranoid:true, standard sequelize cascade deleting does not work. """""" uses <pattern>when model has property NOUN, standard sequelize cascade deleting does not work</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" is there a way to make 'extra_hosts' available to all services in a stack? """""" uses <pattern>is there a way to VB</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" is there a way to make 'extra_hosts' available to all services in a stack? """""" uses <pattern>way to make NP available to all NP</pattern> to describe the expectation of the user. The answer is YES."
No sentences found to indicate the expectation of the user. The answer is NO.,No sentences found to indicate the expectation of the user. The answer is NO.
"The sentence """""" are there any expressjs/node modules/packages for checking if a site returns a dnserror when visiting it? """""" uses <pattern>are there any NP for VBing if a site returns a NP when VBing it?</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" are there any expressjs/node modules/packages for checking if a site returns a dnserror when visiting it? """""" uses <pattern>checking if DT returns a NN when VBG it</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" can tell me how much ether I have on my address? """""" uses <pattern>tell me how much NN I have on my NN</pattern> to describe the expectation of the user. The answer is YES.",No sentences found to indicate the expectation of the user. The answer is NO.
"The sentence """""" Is there a way to have npm install only install the declared dependencies in my package.json file, nothing else? """""" uses <pattern>way to VB only VB the declared dependencies</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" Is there a way to have npm install only install the declared dependencies in my package.json file, nothing else? """""" uses <pattern>way to VB</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" when i pass too long string into solidity through nodejscan anybody help me for this? """""" uses <pattern>when i VB too long string into NN through NN VB</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" Error: CONNECTION ERROR: Couldn't connect to node . """""" uses <pattern>Error: NN ERROR: </pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" What is the procedure to get it back to a working state, or is it a known issue? """""" uses <pattern>what is the procedure to VB it back to DT a JJ state</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" What is the procedure to get it back to a working state, or is it a known issue? """""" uses <pattern>what is the procedure to VB</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" How long should geth --fast take ?? """""" uses <pattern>How long should VB.. take</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" How long should geth --fast take ?? """""" uses <pattern>How long should VB take</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" all I get isProperty 'children' is missing in type '{}'. """""" uses <pattern>all I get is VB in type '{}'</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" Is not in 2.3.1 or 2.4.0-dev? """""" uses <pattern>is VBZ in CD</pattern> to describe the expectation of the user. The answer is YES."
"The sentence """""" and it says ""Validation error"". """""" uses <pattern>says ""VB""</pattern> to describe the expectation of the user. The answer is YES.","The sentence """""" But then I try to create a room with the name ""topics"" and it says ""Validation error"". """""" uses <pattern>try to create VB with the name NN and it says NN</pattern> to describe the expectation of the user. The answer is YES."
